year,category,area_ha,category_type,province
2018,Oil palm mix,2140.02217,plantations,Sulawesi Tenggara
2018,Rubber,15.03585,plantations,Sulawesi Tenggara
2019,Recently cleared,80.72623,plantations,Sulawesi Tenggara
2019,Rubber,35.82521,plantations,Sulawesi Tenggara
2019,Oil palm mix,2815.3359,plantations,Sulawesi Tenggara
2019,Oil palm,182.42722,plantations,Sulawesi Tenggara
2019,Fruit Mix,22.40034,plantations,Sulawesi Tenggara
2019,Fruit,853.97874,plantations,Sulawesi Tenggara
2020,Fruit,233.06503,plantations,Sulawesi Tenggara
2020,Fruit Mix,8.13163,plantations,Sulawesi Tenggara
2020,Oil palm,81.09934,plantations,Sulawesi Tenggara
2020,Oil palm mix,1188.23614,plantations,Sulawesi Tenggara
2020,Recently cleared,16.28261,plantations,Sulawesi Tenggara
2020,Rubber,26.23602,plantations,Sulawesi Tenggara
2021,Rubber,15.64956,plantations,Sulawesi Tenggara
2021,Recently cleared,13.128699999999998,plantations,Sulawesi Tenggara
2021,Oil palm mix,1055.2588,plantations,Sulawesi Tenggara
2021,Fruit,231.60525,plantations,Sulawesi Tenggara
2021,Fruit Mix,9.20562,plantations,Sulawesi Tenggara
2021,Oil palm,148.14332000000002,plantations,Sulawesi Tenggara
2022,Recently cleared,42.62997,plantations,Sulawesi Tenggara
2022,Rubber,4.90967,plantations,Sulawesi Tenggara
2022,Oil palm mix,1125.19311,plantations,Sulawesi Tenggara
2022,Oil palm,99.0659,plantations,Sulawesi Tenggara
2022,Fruit Mix,8.59192,plantations,Sulawesi Tenggara
2022,Fruit,229.13839000000002,plantations,Sulawesi Tenggara
2023,Fruit,1761.1695799999998,plantations,Sulawesi Tenggara
2023,Fruit Mix,28.07715,plantations,Sulawesi Tenggara
2023,Oil palm,537.2664599999999,plantations,Sulawesi Tenggara
2023,Oil palm mix,4646.087740000001,plantations,Sulawesi Tenggara
2023,Recently cleared,63.28962,plantations,Sulawesi Tenggara
2023,Rubber,14.03857,plantations,Sulawesi Tenggara
2024,Fruit,335.84533,plantations,Sulawesi Tenggara
2024,Fruit Mix,6.44393,plantations,Sulawesi Tenggara
2024,Oil palm,194.24911,plantations,Sulawesi Tenggara
2024,Oil palm mix,1359.92997,plantations,Sulawesi Tenggara
2024,Recently cleared,150.40007,plantations,Sulawesi Tenggara
2024,Rubber,3.45211,plantations,Sulawesi Tenggara
2025,Oil palm mix,2357.83088,plantations,Sulawesi Tenggara
2025,Oil palm,209.34234,plantations,Sulawesi Tenggara
2025,Recently cleared,127.73678,plantations,Sulawesi Tenggara
2025,Fruit,538.6797200000001,plantations,Sulawesi Tenggara
2025,Fruit Mix,9.58919,plantations,Sulawesi Tenggara
2025,Rubber,12.58102,plantations,Sulawesi Tenggara
2001,0,4118.14616,protected_areas,Gorontalo
2001,1,90.00487000000001,protected_areas,Gorontalo
2001,2,3.15402,protected_areas,Gorontalo
2002,0,8668.93115,protected_areas,Gorontalo
2002,1,255.09074,protected_areas,Gorontalo
2002,2,9.538969999999999,protected_areas,Gorontalo
2003,0,3177.78754,protected_areas,Gorontalo
2003,1,138.16133000000002,protected_areas,Gorontalo
2003,2,6.61574,protected_areas,Gorontalo
2004,2,3.2309400000000004,protected_areas,Gorontalo
2004,0,7199.236150000001,protected_areas,Gorontalo
2004,1,178.54813000000001,protected_areas,Gorontalo
2005,0,4618.48096,protected_areas,Gorontalo
2005,1,257.39856,protected_areas,Gorontalo
2005,2,12.00065,protected_areas,Gorontalo
2006,2,4.231,protected_areas,Gorontalo
2006,0,5462.14205,protected_areas,Gorontalo
2006,1,175.47104,protected_areas,Gorontalo
2007,2,12.46221,protected_areas,Gorontalo
2007,0,4375.16008,protected_areas,Gorontalo
2007,1,323.09442,protected_areas,Gorontalo
2008,0,1828.79137,protected_areas,Gorontalo
2008,1,137.31513,protected_areas,Gorontalo
2008,2,1.23084,protected_areas,Gorontalo
2009,0,10998.13425,protected_areas,Gorontalo
2009,1,519.64354,protected_areas,Gorontalo
2009,2,29.84777,protected_areas,Gorontalo
2010,1,37.07893,protected_areas,Gorontalo
2010,0,1689.32228,protected_areas,Gorontalo
2010,2,5.154120000000001,protected_areas,Gorontalo
2011,0,3243.25262,protected_areas,Gorontalo
2011,1,49.925779999999996,protected_areas,Gorontalo
2011,2,16.924,protected_areas,Gorontalo
2012,1,56.003029999999995,protected_areas,Gorontalo
2012,2,16.69322,protected_areas,Gorontalo
2012,0,3586.42505,protected_areas,Gorontalo
2013,2,11.76986,protected_areas,Gorontalo
2013,1,28.69386,protected_areas,Gorontalo
2013,0,3625.58102,protected_areas,Gorontalo
2014,0,10231.24655,protected_areas,Gorontalo
2014,1,67.54212,protected_areas,Gorontalo
2014,2,22.07812,protected_areas,Gorontalo
2015,0,18209.755689999998,protected_areas,Gorontalo
2015,1,240.24378000000002,protected_areas,Gorontalo
2015,2,70.61921,protected_areas,Gorontalo
2016,2,380.40522,protected_areas,Gorontalo
2016,1,132.62257,protected_areas,Gorontalo
2016,0,15167.66782,protected_areas,Gorontalo
2017,0,11682.09438,protected_areas,Gorontalo
2017,1,169.85536,protected_areas,Gorontalo
2017,2,51.07969,protected_areas,Gorontalo
2018,0,11360.61542,protected_areas,Gorontalo
2018,1,148.46958,protected_areas,Gorontalo
2018,2,26.69375,protected_areas,Gorontalo
2019,1,188.85638,protected_areas,Gorontalo
2019,2,29.3862,protected_areas,Gorontalo
2019,0,16359.1939,protected_areas,Gorontalo
2020,0,4381.92969,protected_areas,Gorontalo
2020,1,175.31719,protected_areas,Gorontalo
2020,2,5.30798,protected_areas,Gorontalo
2021,0,3374.33664,protected_areas,Gorontalo
2021,1,60.08018,protected_areas,Gorontalo
2021,2,3.6155800000000005,protected_areas,Gorontalo
2022,2,3.07709,protected_areas,Gorontalo
2022,0,4079.91332,protected_areas,Gorontalo
2022,1,93.00504000000001,protected_areas,Gorontalo
2023,0,11326.76744,protected_areas,Gorontalo
2023,1,133.0072,protected_areas,Gorontalo
2023,2,15.92394,protected_areas,Gorontalo
2024,0,5118.81575,protected_areas,Gorontalo
2024,1,91.69727999999999,protected_areas,Gorontalo
2024,2,10.154399999999999,protected_areas,Gorontalo
2025,1,133.23798,protected_areas,Gorontalo
2025,0,5360.213449999999,protected_areas,Gorontalo
2025,2,16.154719999999998,protected_areas,Gorontalo
2001,Fruit,28.84771,plantations,Gorontalo
2001,Oil palm,41.07915,plantations,Gorontalo
2002,Fruit,38.46362,plantations,Gorontalo
2002,Oil palm,15.84701,plantations,Gorontalo
2002,Recently cleared,4.53871,plantations,Gorontalo
2003,Fruit,6.84652,plantations,Gorontalo
2003,Oil palm,26.92454,plantations,Gorontalo
2003,Recently cleared,3.3848,plantations,Gorontalo
2004,Fruit,47.07947,plantations,Gorontalo
2004,Oil palm,45.00244,plantations,Gorontalo
2004,Recently cleared,7.00038,plantations,Gorontalo
2005,Fruit,24.23208,plantations,Gorontalo
2005,Oil palm,19.38567,plantations,Gorontalo
2005,Recently cleared,0.38464,plantations,Gorontalo
2006,Recently cleared,7.69272,plantations,Gorontalo
2006,Oil palm,19.69337,plantations,Gorontalo
2006,Fruit,75.85026,plantations,Gorontalo
2007,Fruit,37.232780000000005,plantations,Gorontalo
2007,Oil palm,61.08023,plantations,Gorontalo
2007,Recently cleared,0.46156,plantations,Gorontalo
2008,Fruit,25.15521,plantations,Gorontalo
2008,Oil palm,5.69262,plantations,Gorontalo
2009,Fruit,230.24324,plantations,Gorontalo
2009,Oil palm,84.61997,plantations,Gorontalo
2009,Recently cleared,4.15407,plantations,Gorontalo
2010,Fruit,32.232510000000005,plantations,Gorontalo
2010,Oil palm,38.92519,plantations,Gorontalo
2010,Recently cleared,0.30771,plantations,Gorontalo
2011,Fruit,64.3881,plantations,Gorontalo
2011,Oil palm,129.93012,plantations,Gorontalo
2012,Recently cleared,0.07693,plantations,Gorontalo
2012,Oil palm,419.33041,plantations,Gorontalo
2012,Fruit,82.85064,plantations,Gorontalo
2013,Fruit,37.232789999999994,plantations,Gorontalo
2013,Oil palm,351.01902,plantations,Gorontalo
2014,Fruit,181.08673,plantations,Gorontalo
2014,Oil palm,228.93548,plantations,Gorontalo
2014,Recently cleared,215.85785,plantations,Gorontalo
2015,Fruit,375.2511,plantations,Gorontalo
2015,Oil palm,33.84799,plantations,Gorontalo
2015,Recently cleared,262.3219,plantations,Gorontalo
2016,Fruit,237.01283999999998,plantations,Gorontalo
2016,Oil palm,14.84696,plantations,Gorontalo
2016,Recently cleared,0.38464,plantations,Gorontalo
2017,Fruit,126.08375,plantations,Gorontalo
2017,Oil palm,161.70107,plantations,Gorontalo
2018,Recently cleared,3.61558,plantations,Gorontalo
2018,Oil palm,18.53947,plantations,Gorontalo
2018,Fruit,173.47093999999998,plantations,Gorontalo
2019,Fruit,439.10071,plantations,Gorontalo
2019,Oil palm,15.5393,plantations,Gorontalo
2020,Fruit,84.23534000000001,plantations,Gorontalo
2020,Oil palm,7.92351,plantations,Gorontalo
2021,Fruit,79.00428,plantations,Gorontalo
2021,Oil palm,3.07709,plantations,Gorontalo
2022,Fruit,125.46834,plantations,Gorontalo
2022,Oil palm,3.84636,plantations,Gorontalo
2023,Fruit,470.87166,plantations,Gorontalo
2023,Oil palm,8.84663,plantations,Gorontalo
2024,Fruit,66.69593,plantations,Gorontalo
2024,Oil palm,6.00033,plantations,Gorontalo
2025,Fruit,65.00352000000001,plantations,Gorontalo
2025,Oil palm,6.69267,plantations,Gorontalo
2025,Recently cleared,14.00076,plantations,Gorontalo
2001,0,18445.54073,protected_areas,Sulawesi Barat
2001,1,155.59046,protected_areas,Sulawesi Barat
2001,2,12.459219999999998,protected_areas,Sulawesi Barat
2002,0,16642.08321,protected_areas,Sulawesi Barat
2002,1,397.67359999999996,protected_areas,Sulawesi Barat
2002,2,8.459859999999999,protected_areas,Sulawesi Barat
2003,0,8295.32259,protected_areas,Sulawesi Barat
2003,1,75.53883,protected_areas,Sulawesi Barat
2003,2,1.84625,protected_areas,Sulawesi Barat
2004,2,24.53851,protected_areas,Sulawesi Barat
2004,0,20814.46945,protected_areas,Sulawesi Barat
2004,1,255.80351000000002,protected_areas,Sulawesi Barat
2005,0,11803.44502,protected_areas,Sulawesi Barat
2005,1,161.85677,protected_areas,Sulawesi Barat
2005,2,17.61537,protected_areas,Sulawesi Barat
2006,2,8.92132,protected_areas,Sulawesi Barat
2006,0,15036.209019999998,protected_areas,Sulawesi Barat
2006,1,180.35173,protected_areas,Sulawesi Barat
2007,2,4.30365,protected_areas,Sulawesi Barat
2007,0,5761.03536,protected_areas,Sulawesi Barat
2007,1,149.28941,protected_areas,Sulawesi Barat
2008,0,14983.12686,protected_areas,Sulawesi Barat
2008,1,84.75135999999999,protected_areas,Sulawesi Barat
2008,2,14.53551,protected_areas,Sulawesi Barat
2009,0,17231.03903,protected_areas,Sulawesi Barat
2009,1,168.86344000000003,protected_areas,Sulawesi Barat
2009,2,43.23109,protected_areas,Sulawesi Barat
2010,1,113.86179000000001,protected_areas,Sulawesi Barat
2010,0,8766.97205,protected_areas,Sulawesi Barat
2010,2,7.15423,protected_areas,Sulawesi Barat
2011,0,16489.59887,protected_areas,Sulawesi Barat
2011,1,85.61035,protected_areas,Sulawesi Barat
2011,2,10.613719999999999,protected_areas,Sulawesi Barat
2012,1,157.41251,protected_areas,Sulawesi Barat
2012,2,12.534229999999999,protected_areas,Sulawesi Barat
2012,0,16354.446380000001,protected_areas,Sulawesi Barat
2013,2,12.843539999999999,protected_areas,Sulawesi Barat
2013,1,75.85844,protected_areas,Sulawesi Barat
2013,0,11260.345220000001,protected_areas,Sulawesi Barat
2014,0,20700.176789999998,protected_areas,Sulawesi Barat
2014,1,160.2353,protected_areas,Sulawesi Barat
2014,2,23.69273,protected_areas,Sulawesi Barat
2015,0,23432.90325,protected_areas,Sulawesi Barat
2015,1,154.63236999999998,protected_areas,Sulawesi Barat
2015,2,54.46289,protected_areas,Sulawesi Barat
2016,2,44.00217,protected_areas,Sulawesi Barat
2016,1,351.46877,protected_areas,Sulawesi Barat
2016,0,22470.73689,protected_areas,Sulawesi Barat
2017,0,19401.75431,protected_areas,Sulawesi Barat
2017,1,171.74333000000001,protected_areas,Sulawesi Barat
2017,2,53.53826,protected_areas,Sulawesi Barat
2018,0,21267.41256,protected_areas,Sulawesi Barat
2018,1,430.6457,protected_areas,Sulawesi Barat
2018,2,43.23098,protected_areas,Sulawesi Barat
2019,1,545.3920499999999,protected_areas,Sulawesi Barat
2019,2,65.38517,protected_areas,Sulawesi Barat
2019,0,23878.96299,protected_areas,Sulawesi Barat
2020,0,13007.35622,protected_areas,Sulawesi Barat
2020,1,116.67783,protected_areas,Sulawesi Barat
2020,2,11.6907,protected_areas,Sulawesi Barat
2021,0,13403.068879999999,protected_areas,Sulawesi Barat
2021,1,95.51561000000001,protected_areas,Sulawesi Barat
2021,2,6.84653,protected_areas,Sulawesi Barat
2022,2,21.30618,protected_areas,Sulawesi Barat
2022,0,14441.65968,protected_areas,Sulawesi Barat
2022,1,110.89453999999999,protected_areas,Sulawesi Barat
2023,0,26808.88284,protected_areas,Sulawesi Barat
2023,1,198.10397,protected_areas,Sulawesi Barat
2023,2,133.46257,protected_areas,Sulawesi Barat
2024,0,12141.95559,protected_areas,Sulawesi Barat
2024,1,79.23255,protected_areas,Sulawesi Barat
2024,2,24.38594,protected_areas,Sulawesi Barat
2025,1,178.47148,protected_areas,Sulawesi Barat
2025,0,15999.06496,protected_areas,Sulawesi Barat
2025,2,60.6956,protected_areas,Sulawesi Barat
2001,Fruit,142.51316,plantations,Sulawesi Barat
2001,Fruit Mix,338.66118,plantations,Sulawesi Barat
2001,Oil palm,2822.06813,plantations,Sulawesi Barat
2001,Oil palm mix,670.6685699999999,plantations,Sulawesi Barat
2001,Recently cleared,107.57152,plantations,Sulawesi Barat
2002,Recently cleared,175.39052999999998,plantations,Sulawesi Barat
2002,Oil palm,2101.6154500000002,plantations,Sulawesi Barat
2002,Oil palm mix,417.60362,plantations,Sulawesi Barat
2002,Fruit,60.450919999999996,plantations,Sulawesi Barat
2002,Fruit Mix,232.91397,plantations,Sulawesi Barat
2003,Fruit,19.691380000000002,plantations,Sulawesi Barat
2003,Fruit Mix,89.2014,plantations,Sulawesi Barat
2003,Oil palm,809.29048,plantations,Sulawesi Barat
2003,Oil palm mix,153.7093,plantations,Sulawesi Barat
2003,Recently cleared,485.41678,plantations,Sulawesi Barat
2004,Recently cleared,209.01561,plantations,Sulawesi Barat
2004,Oil palm mix,1025.67004,plantations,Sulawesi Barat
2004,Fruit,99.60362,plantations,Sulawesi Barat
2004,Fruit Mix,170.49697,plantations,Sulawesi Barat
2004,Oil palm,2419.17252,plantations,Sulawesi Barat
2005,Fruit,39.070170000000005,plantations,Sulawesi Barat
2005,Fruit Mix,80.6705,plantations,Sulawesi Barat
2005,Oil palm,1555.48966,plantations,Sulawesi Barat
2005,Oil palm mix,381.15805,plantations,Sulawesi Barat
2005,Recently cleared,271.78778,plantations,Sulawesi Barat
2006,Fruit,66.50958,plantations,Sulawesi Barat
2006,Fruit Mix,79.13345000000001,plantations,Sulawesi Barat
2006,Oil palm,744.1855800000001,plantations,Sulawesi Barat
2006,Oil palm mix,309.64575,plantations,Sulawesi Barat
2006,Recently cleared,192.39854000000003,plantations,Sulawesi Barat
2007,Recently cleared,53.14169,plantations,Sulawesi Barat
2007,Oil palm mix,162.55063,plantations,Sulawesi Barat
2007,Fruit,26.91894,plantations,Sulawesi Barat
2007,Fruit Mix,45.06116,plantations,Sulawesi Barat
2007,Oil palm,390.30676,plantations,Sulawesi Barat
2008,Fruit,83.42815,plantations,Sulawesi Barat
2008,Fruit Mix,246.53091,plantations,Sulawesi Barat
2008,Oil palm,1714.62671,plantations,Sulawesi Barat
2008,Oil palm mix,548.47318,plantations,Sulawesi Barat
2008,Recently cleared,78.27595,plantations,Sulawesi Barat
2009,Fruit,209.32168,plantations,Sulawesi Barat
2009,Fruit Mix,162.485,plantations,Sulawesi Barat
2009,Oil palm,2251.49363,plantations,Sulawesi Barat
2009,Oil palm mix,585.9978199999999,plantations,Sulawesi Barat
2009,Recently cleared,110.57097,plantations,Sulawesi Barat
2010,Recently cleared,72.12459,plantations,Sulawesi Barat
2010,Oil palm mix,337.78715,plantations,Sulawesi Barat
2010,Oil palm,1553.69002,plantations,Sulawesi Barat
2010,Fruit,61.29627,plantations,Sulawesi Barat
2010,Fruit Mix,160.17175999999998,plantations,Sulawesi Barat
2011,Fruit,133.70875,plantations,Sulawesi Barat
2011,Fruit Mix,113.03581,plantations,Sulawesi Barat
2011,Oil palm,2024.60892,plantations,Sulawesi Barat
2011,Oil palm mix,731.32541,plantations,Sulawesi Barat
2011,Recently cleared,159.40636999999998,plantations,Sulawesi Barat
2012,Fruit,115.82243,plantations,Sulawesi Barat
2012,Fruit Mix,218.38455,plantations,Sulawesi Barat
2012,Oil palm,1656.80567,plantations,Sulawesi Barat
2012,Oil palm mix,531.55692,plantations,Sulawesi Barat
2012,Recently cleared,550.30009,plantations,Sulawesi Barat
2013,Recently cleared,423.13889,plantations,Sulawesi Barat
2013,Oil palm mix,184.85001,plantations,Sulawesi Barat
2013,Oil palm,954.22722,plantations,Sulawesi Barat
2013,Fruit Mix,42.75263,plantations,Sulawesi Barat
2013,Fruit,59.53229,plantations,Sulawesi Barat
2014,Fruit,220.11288000000002,plantations,Sulawesi Barat
2014,Fruit Mix,110.65263,plantations,Sulawesi Barat
2014,Oil palm,816.69584,plantations,Sulawesi Barat
2014,Oil palm mix,309.56704,plantations,Sulawesi Barat
2014,Recently cleared,1535.83709,plantations,Sulawesi Barat
2015,Fruit,420.54317000000003,plantations,Sulawesi Barat
2015,Fruit Mix,70.51428,plantations,Sulawesi Barat
2015,Oil palm,1467.0219399999999,plantations,Sulawesi Barat
2015,Oil palm mix,145.79146,plantations,Sulawesi Barat
2015,Recently cleared,47.1351,plantations,Sulawesi Barat
2016,Recently cleared,19.53115,plantations,Sulawesi Barat
2016,Oil palm mix,133.64351,plantations,Sulawesi Barat
2016,Oil palm,1370.62946,plantations,Sulawesi Barat
2016,Fruit Mix,54.59807000000001,plantations,Sulawesi Barat
2016,Fruit,659.44429,plantations,Sulawesi Barat
2017,Fruit,194.33813999999998,plantations,Sulawesi Barat
2017,Fruit Mix,75.04793,plantations,Sulawesi Barat
2017,Oil palm,1739.90648,plantations,Sulawesi Barat
2017,Oil palm mix,115.56824,plantations,Sulawesi Barat
2017,Recently cleared,6.382,plantations,Sulawesi Barat
2018,Fruit,256.19,plantations,Sulawesi Barat
2018,Fruit Mix,45.98532,plantations,Sulawesi Barat
2018,Oil palm,2866.3030599999997,plantations,Sulawesi Barat
2018,Oil palm mix,136.48473,plantations,Sulawesi Barat
2018,Recently cleared,8.45851,plantations,Sulawesi Barat
2019,Recently cleared,4.53661,plantations,Sulawesi Barat
2019,Oil palm,2681.8779999999997,plantations,Sulawesi Barat
2019,Oil palm mix,93.19307,plantations,Sulawesi Barat
2019,Fruit,663.0548,plantations,Sulawesi Barat
2019,Fruit Mix,21.53311,plantations,Sulawesi Barat
2020,Fruit,162.6629,plantations,Sulawesi Barat
2020,Fruit Mix,9.22753,plantations,Sulawesi Barat
2020,Oil palm,2363.18947,plantations,Sulawesi Barat
2020,Oil palm mix,39.21501,plantations,Sulawesi Barat
2020,Recently cleared,4.45971,plantations,Sulawesi Barat
2021,Fruit,129.12889,plantations,Sulawesi Barat
2021,Fruit Mix,7.53641,plantations,Sulawesi Barat
2021,Oil palm,3313.61979,plantations,Sulawesi Barat
2021,Oil palm mix,59.360369999999996,plantations,Sulawesi Barat
2021,Recently cleared,6.68957,plantations,Sulawesi Barat
2022,Oil palm mix,66.6677,plantations,Sulawesi Barat
2022,Recently cleared,11.149780000000002,plantations,Sulawesi Barat
2022,Fruit Mix,5.76823,plantations,Sulawesi Barat
2022,Fruit,155.65408,plantations,Sulawesi Barat
2022,Oil palm,1227.48147,plantations,Sulawesi Barat
2023,Fruit,815.67927,plantations,Sulawesi Barat
2023,Fruit Mix,74.74884,plantations,Sulawesi Barat
2023,Oil palm,2194.06266,plantations,Sulawesi Barat
2023,Oil palm mix,89.50527,plantations,Sulawesi Barat
2023,Recently cleared,10.61129,plantations,Sulawesi Barat
2024,Recently cleared,4.6135,plantations,Sulawesi Barat
2024,Fruit,112.65581,plantations,Sulawesi Barat
2024,Fruit Mix,22.6873,plantations,Sulawesi Barat
2024,Oil palm,905.38187,plantations,Sulawesi Barat
2024,Oil palm mix,41.829719999999995,plantations,Sulawesi Barat
2025,Oil palm,1566.7447399999999,plantations,Sulawesi Barat
2025,Oil palm mix,40.36963,plantations,Sulawesi Barat
2025,Fruit,143.12701,plantations,Sulawesi Barat
2025,Fruit Mix,25.14812,plantations,Sulawesi Barat
2025,Recently cleared,16.37866,plantations,Sulawesi Barat
