cluster_key,cluster_id,company_key,company_name,company_role,source_table
,,COMP-0330,PT Aneka Tambang Tbk,smelter_validated,smelter_nikel_validation
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0331,PT Sulawesi Mining Investment [100%],pltu_owner,pltu_cluster_units
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0332,Indonesia Huaqing Aluminum Co Ltd [100%],pltu_owner,pltu_cluster_units
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0333,Indonesia Wanjia Ferro Nickel Co Ltd [100%],pltu_owner,pltu_cluster_units
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0334,Indonesia Zhaohui Ferro Nickel Co Ltd [100%],pltu_owner,pltu_cluster_units
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0335,PT Metal Smeltindo Selaras [100%],pltu_owner,pltu_cluster_units
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0336,Indonesia Eternal Smelting Co [100%],pltu_owner,pltu_cluster_units
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0337,PT Walsin Nickel Industrial Indonesia [100%],pltu_owner,pltu_cluster_units
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0338,PT Indonesia Guang Ching Nickel and Stainless Steel Industry [100%],pltu_owner,pltu_cluster_units
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0339,Indonesia Morowali Power Co [100%],pltu_owner,pltu_cluster_units
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0340,PT Indonesia Tsingshan Stainless Steel [100%],pltu_owner,pltu_cluster_units
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0341,PT Nadesico Nickel Industry,pltu_owner,pltu_cluster_units
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0342,PT Gunbuster Nickel Industry [100%],pltu_owner,pltu_cluster_units
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0343,PT Obsidian Stainless Steel [100%],pltu_owner,pltu_cluster_units
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0344,PT Virtue Dragon Nickel Industry [100%],pltu_owner,pltu_cluster_units
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0341,PT Nadesico Nickel Industry,pltu_owner,pltu_cluster_units
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0342,PT Gunbuster Nickel Industry [100%],pltu_owner,pltu_cluster_units
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0343,PT Obsidian Stainless Steel [100%],pltu_owner,pltu_cluster_units
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0344,PT Virtue Dragon Nickel Industry [100%],pltu_owner,pltu_cluster_units
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0342,PT Gunbuster Nickel Industry [100%],pltu_owner,pltu_cluster_units
CLUSTER-004,NODE-SULTRA-KONAWE-OSS,COMP-0343,PT Obsidian Stainless Steel [100%],pltu_owner,pltu_cluster_units
CLUSTER-005,NODE-SULTRA-KOLAKA-POMALAA-ANTAM,COMP-0345,PT Aneka Tambang Tbk [100%],pltu_owner,pltu_cluster_units
