cluster_key,cluster_id,company_key,company_name,company_role,source_table
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0119,PALEWAI REZEKI PAMMASE,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0120,PANORAMA FATUTOKO GRUP,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0121,PENINSULA KAPUR PRIMA,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0122,PRIMA BERKAT MINERAL,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0123,PRIMA MINERAL ABADI,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0124,PRIMA MOROWALI SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0125,PUTRA SEJAHTERA MEMBANGUN,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0126,REZKY UTAMA JAYA,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0127,SAMUDRA LIMESTONE ABADI,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0128,SANDY KARYA MOROWALI,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0129,SULAWESI UTAMA MANDIRI,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0130,SUMBER GLORI MAKMUR,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0131,TAMA OTOLU METUTUAI,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0132,TERA LIMESTONE SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-001,NODE-SULTENG-MOROWALI-IMIP,COMP-0133,WIKA MANUNGGAL PERKASA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0134,ANEKA USAHA CEMERLANG,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0135,ARTHA BUMI MINERAL,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0136,AULIA PRIMA PERKASA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0137,BHAKTIPUTRA PERSADA NUSANTARA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0138,BUKIT MAKMUR ISTINDO NIKELTAMA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0139,BUMI INDAH SULTRA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0140,CAHAYA MURNI SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0141,CIPTA HUTAMA MARANTI,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0142,COCOMAN,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0143,ENERSTEEL,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0144,GEMA RIPAH PRATAMA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0145,GHANESA WANA UTAMA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0146,GUNUNG WANGI NIKELINDO,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0147,HALMAHERA INTERNATIONAL RESOURCES,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0148,HOFFMEN INTERNATIONAL,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0149,ITAMATRA NUSANTARA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0150,KEINZ VENTURA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0151,LUWUK GAS SEJATI,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0152,MULIA PACIFIC RESOURCES,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0153,PALU BARUGA YAKU,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0154,PINHARD INDONESIA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0155,PUTRI PERDANA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0156,REZKY UTAMA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0157,SARANA MINERALINDO PERKASA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0158,SINAR KARYAGAMMA PRIMATAMA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0159,SINOSTEEL INDONESIA MINING,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0160,SUMBER MINERAL ABADI,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0161,SUMBER PERMATA SELARAS,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0162,SUMBER SWARNA PRATAMA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0163,SURYA AMINDO PERKASA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0164,TIGA DARA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0165,TOTAL PRIMA INDONESIA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0166,TRINUSA BANGUN PERKASA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0167,TRINUSA DHARMA UTAMA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0168,USAHA KITA KINERJATAMA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0169,WARSITA KARYA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0170,YUDAF PERSADA JAYA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0171,AFIT LINTAS JAYA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0172,ANUGRAH AFIT ABADI,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0173,ASSAQTI MORUT ENERGY,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0174,BINTANG CEMERLANG MINERAL MORUT,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0175,BINTANG MINING UTAMA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0176,BUKIT MAKMUR PERDANA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0177,BUMI BINTANG SILIKA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0178,BUMI NUSANTARA RESEARCES,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0179,DAKSA PETRA MINERAL,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0180,FAZDA PERTAMBANGAN BEBATUAN,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0181,GEMILANG BATU KOLO,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0182,GIRI MORI SEJAHTERA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0183,GITA PERKASA MINERALINDO,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0184,HASTARI NAWASENA ENERGI,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0185,HEMDEV MINERAL PERKASA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0186,KHATULISTIWA MINERAL AND MINING,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0187,MEKAR INDAH BERMANFAAT,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0188,MINERALINDO ALAM NUSANTARA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0189,MULIA SILIKA INDONESIA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0190,Nadya Sederhana Membangun,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0191,PASI WITA AKSATA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0192,PERDANA GEOMINE MANDIRI,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0193,PERMATA INDAH MATABOLO,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0194,REKAYASA BUMI MOROWALI,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0195,SANTINA MAJU BERSAMA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0196,SENTRAL SILIKA ABADI,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0197,SINAR MESTIKA NUSANTARA,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0198,SOIL EXCAVATION,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0199,SUKENA WALET,iup_holder,priority_company_roster
CLUSTER-002,NODE-SULTENG-MORUT-PETASIA-GNI,COMP-0200,SUMBER BATU NUSANTARA,iup_holder,priority_company_roster
CLUSTER-003,NODE-SULTRA-KONAWE-MOROSI-VDNI,COMP-0201,ALVINDO MINING RESOURCE,iup_holder,priority_company_roster
