permit_key,cluster_id,node_label,nama_badan_usaha,nomor_izin,jenis_badan_usaha,komoditas,is_core_nickel,tahap_kegiatan,provinsi,lokasi_perizinan,tahun,luas_ha,source_dataset,cluster_key
PERMIT-0031,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,GITA FLORA,15/1/IUP/PMDN/2024,Perusahaan Komanditer (CV),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,624.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0032,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,GOSYEN ALAM SEJAHTERA,14102200014540005,Perusahaan Perseroan Terbatas (PT),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,11.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0033,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,GRAHA BATU PERDANA,12180003004950003,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,122.36,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0034,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,GRAHA ISTIKA UTAMA,91200088613430004,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2022,61.5,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0035,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,GRAHA MINING UTAMA,252/1/IUP/PMDN/2022,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2022,1102.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0036,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,HARAPAN BARU,650/1/IUP/PMDN/2022,Perusahaan Komanditer (CV),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tengah,KAB. MOROWALI,2022,64.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0037,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,HENGJAYA MINERALINDO,540/345/IUP-OP-PENCIUTAN/DPMPTSP/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2020,5983.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0038,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,INDOBERKAH JAYA MANDIRI,188.4.45/KEP.0252/DESDM/2014,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2014,196.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0039,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,INIA MPUU SEJAHTERA,12082200437060011,Perusahaan Perseroan Terbatas (PT),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,90.58,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0040,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,JASATAMA MANDIRI SUKSES,12600001225250002,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,85.73,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0041,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,KENCANA BUMI MINERAL,540/042/IUP-OP/DPMPTSP/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2018,2549.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0042,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,KENCANA NUSANTARA SAKTI,47/1/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,2815.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0043,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,LABOTA BAHODOPI SORAJAI,540/680/IUP-OP/DPMPTSP/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2018,608.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0044,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,LAROENAI BUNGSEL SORAJAI,540/652/IUP-OP/DPMPTSP/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2018,256.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0045,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,LEWUTO BIMA PERSADA,91203130427550003,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,178.8,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0046,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,LOGAM JAYA UTAMA,91203120415160002,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,58.3,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0047,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MAHLIGAI ARTHA SEJAHTERA,992/1/IUP/PMDN/2021,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2021,514.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0048,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MAKARTI PADABAHO SORAJAI,540/681/IUP-OP/DPMPTSP/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2018,1135.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0049,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MAKMUR TAMIN RAYA,20072200410830019,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,53.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0050,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MENDUI PUTERA ABADI,25052200076390001,Perusahaan Komanditer (CV),Batu Gamping,tidak,EKSPLORASI,Sulawesi Tengah,KAB. MOROWALI,2024,28.5,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0051,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MINERAL BUMI NUSANTARA,91201091906320013,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2022,155.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0052,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MINERAL BUMI PULUTI,12700007213330003,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2022,84.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0053,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MITRA JAYA PERKASA ABADI,10/1/IUP/PMDN/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,1086.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0054,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MITRA KARYA AGUNG LESTARI,540/809/DISESDM-G.ST/2016,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2016,743.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0055,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MOFARAH ENERGI TOPOGARO,27092100361650007,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,93.15,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0056,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MOROWALI BANGKIT SEJAHTERA,867/1/IUP/PMDN/2021,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,EKSPLORASI,Sulawesi Tengah,KAB. MOROWALI,2021,788.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0057,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MOROWALI NUSANTARA MINERAL,02204008614940012,Perusahaan Perseroan Terbatas (PT),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,7.2,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0058,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MULIA JAYA MOROWALI,30112300746480009,Perusahaan Perseroan Terbatas (PT),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,50.27,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0059,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,MUTIARA SELATAN,04012300481880001,Perusahaan Komanditer (CV),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,5.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0060,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,NATURAL PERSADA MOROWALI,91203039514310001,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,93.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0061,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,NOVUS BUMI PERSADA,15062300879570015,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,98.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0062,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,NUSAJAYA PERSADATAMA MANDIRI,91203036116790007,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,1825.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0063,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,NUSA MINERAL SEMESTA,12/1/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,1015.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0064,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,OTI EYA ABADI,540/364/IUP-OP/DPMPTSP/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2018,3339.23,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0065,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,PALEWAI REZEKI PAMMASE,22042200511470003,Perusahaan Perseroan Terbatas (PT),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,23.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0066,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,PAM MINERAL,81203140114920005,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,198.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0067,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,PANORAMA FATUTOKO GRUP,10042200148540004,Perusahaan Komanditer (CV),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,75.44,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0068,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,PENINSULA KAPUR PRIMA,26092200773760003,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,97.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0069,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,PRIMA BERKAT MINERAL,91204013511940003,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,187.41,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0070,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,PRIMA MINERAL ABADI,91203012011480003,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,495.35,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0071,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,PRIMA MOROWALI SEJAHTERA,02240102113090003,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2022,164.45,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0072,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,PT MITRA SULAWESI BERSAMA,18/1/IUP/PMDN/2023,Perusahaan Umum (Perum),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,606.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0073,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,PUTRA SEJAHTERA MEMBANGUN,25112200632560003,Perusahaan Perseroan Terbatas (PT),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,87.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0074,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,RAIHAN CATURPUTRA,540/679/IUP-OP/DPMPTSP/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2018,688.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0075,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,REZKY UTAMA JAYA,02240101817140004,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2022,190.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0076,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,SAMUDRA LIMESTONE ABADI,14022300645370002,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,99.3,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0077,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,SANDY KARYA MOROWALI,02200073007640012,Perusahaan Komanditer (CV),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,37.43,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0078,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,SARANA MAJU CEMERLANG,02203052610380001,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2022,538.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0079,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,SELARAS MAJU,540.3/SK.020/DESDM/VII/2014,Perusahaan Komanditer (CV),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2014,572.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0080,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,SUGICO PENDRAGON ENERGI,37/1/IUP/PMDN/2023,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,4429.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0081,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,SULAWESI UTAMA MANDIRI,31052300715720001,Perusahaan Komanditer (CV),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2023,109.68,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0082,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,SUMBER PERMATA MINERAL,540/575/IUP-OP/AFI/DPMPTSP/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2020,176.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0083,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,SUMBER SWARNA PRATAMA,540.3/SK.009/DESDM/I/2014,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2014,4023.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0084,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,TAMA OTOLU METUTUAI,26042200165380004,Perusahaan Komanditer (CV),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,49.2,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0085,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,TIGA BAJI,1071/1/IUP/PMDN/2022,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2022,199.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0086,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,TOPOGARO BUNGBAR SORAJAI,540/303/IUP-OP/DPMPTSP/2018,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2018,148.8,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0087,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,VALE INDONESIA,01/1/IUP/PMA/2024,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,"KAB. MOROWALI, KAB. LUWU TIMUR",2024,22699.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0088,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,WIKA MANUNGGAL PERKASA,05102100338330003,Perusahaan Perseroan Terbatas (PT),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2024,51.65,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0089,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,WOSINDO MINERAL PERKASA,540/620/IUP-OP/P/DPMPTSP/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2020,395.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0090,NODE-SULTENG-MOROWALI-IMIP,Simpul logistik pesisir IMIP-Bahodopi,WOSINDO PERKASA,980/1/IUP/PMDN/2021,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI,2021,477.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-001
PERMIT-0091,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,AFIT LINTAS JAYA,91202048106690003,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI UTARA,2023,67.99,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0092,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,ANEKA USAHA CEMERLANG,1131/1/IUP/PMDN/2022,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI UTARA,2022,2814.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0093,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,ANUGRAH AFIT ABADI,365/1/IUP/PMDN/2022,Perusahaan Perseroan Terbatas (PT),Batu Gamping untuk Industri,tidak,EKSPLORASI,Sulawesi Tengah,KAB. MOROWALI UTARA,2022,83.7,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0094,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,ARTHA BUMI MINERAL,13/1/IUP/PMA/2022,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,"KAB. MOROWALI, KAB. MOROWALI UTARA",2022,2973.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0095,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,ASSAQTI MORUT ENERGY,01092100340040001,Perusahaan Komanditer (CV),Pasir,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI UTARA,2023,24.5,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0096,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,AULIA PRIMA PERKASA,02320102020620006,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI UTARA,2023,339.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0097,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,BINTANG CEMERLANG MINERAL MORUT,03112200960230008,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI UTARA,2023,97.8,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0098,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,BINTANG MINING UTAMA,21102200041850011,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI UTARA,2023,97.83,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0099,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,BUKIT MAKMUR PERDANA,91201038300610007,Perusahaan Komanditer (CV),Kerikil Berpasir Alami (Sirtu),tidak,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI UTARA,2024,50.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0100,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,BUMI BINTANG SILIKA,23032200154060007,Perusahaan Perseroan Terbatas (PT),Batu Gamping,tidak,EKSPLORASI,Sulawesi Tengah,KAB. MOROWALI UTARA,2023,305.4,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0101,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,BUMI INDAH SULTRA,540/186/IUP-OP-PENCIUTAN/DPMPTSP/2020,Perusahaan Perseroan Terbatas (PT),Nikel,ya,OPERASI PRODUKSI,Sulawesi Tengah,KAB. MOROWALI UTARA,2020,8034.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
PERMIT-0102,NODE-SULTENG-MORUT-PETASIA-GNI,Simpul logistik pesisir Petasia-GNI,BUMI NUSANTARA RESEARCES,27102100181290001,Perusahaan Perseroan Terbatas (PT),,tidak,,Sulawesi Tengah,KAB. MOROWALI UTARA,2022,0.0,data/processed/sulawesi_izin_raw_details.csv,CLUSTER-002
