provinsi,tahun,indikator,nilai,Sumber
Sulawesi Barat,2020,Kasus Malaria Positif,143,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2021,Kasus Diare Dilayani,15589,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2021,Kasus ISPA/Pneumonia,396,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2021,Kasus Kusta Baru,101,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2021,Kasus Malaria Positif,93,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2022,Kasus Diare Dilayani,19758,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2022,Kasus ISPA/Pneumonia,744,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2022,Kasus Kusta Baru,58,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2022,Kasus Malaria Positif,241,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2023,Kasus Diare Dilayani,22773,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2023,Kasus ISPA/Pneumonia,848,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2023,Kasus Kusta Baru,151,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2023,Kasus Malaria Positif,321,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2024,Kasus Diare Dilayani,16785,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2024,Kasus ISPA/Pneumonia,1381,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2024,Kasus Kusta Baru,169,data/raw/profil_kesehatan_kemenkes/
Sulawesi Barat,2024,Kasus Malaria Positif,315,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2014,Kasus ISPA/Pneumonia,4168,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2014,Kasus Kusta Baru,1143,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2014,Kasus Malaria Positif,800,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2015,Kasus Diare Dilayani,28221,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2015,Kasus ISPA/Pneumonia,2445,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2015,Kasus Kusta Baru,1220,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2015,Kasus Malaria Positif,818,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2016,Kasus Diare Dilayani,172650,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2016,Kasus ISPA/Pneumonia,5528,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2016,Kasus Kusta Baru,1124,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2016,Kasus Malaria Positif,992,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2017,Kasus ISPA/Pneumonia,6120,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2017,Kasus Kusta Baru,1091,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2017,Kasus Malaria Positif,1201,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2018,Kasus Diare Dilayani,167900,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2018,Kasus ISPA/Pneumonia,5350,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2018,Kasus Kusta Baru,935,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2018,Kasus Malaria Positif,1285,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2019,Kasus Diare Dilayani,145456,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2019,Kasus ISPA/Pneumonia,5108,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2019,Kasus Kusta Baru,1152,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2019,Kasus Malaria Positif,861,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2020,Kasus Diare Dilayani,86993,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2020,Kasus ISPA/Pneumonia,3027,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2020,Kasus Kusta Baru,615,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2020,Kasus Malaria Positif,765,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2021,Kasus Diare Dilayani,67241,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2021,Kasus ISPA/Pneumonia,2443,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2021,Kasus Kusta Baru,694,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2021,Kasus Malaria Positif,936,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2022,Kasus Diare Dilayani,87402,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2022,Kasus ISPA/Pneumonia,4872,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2022,Kasus Kusta Baru,278,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2022,Kasus Malaria Positif,1736,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2023,Kasus Diare Dilayani,110987,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2023,Kasus ISPA/Pneumonia,9050,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2023,Kasus Kusta Baru,817,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2023,Kasus Malaria Positif,1805,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2024,Kasus Diare Dilayani,120370,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2024,Kasus ISPA/Pneumonia,9052,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2024,Kasus Kusta Baru,776,data/raw/profil_kesehatan_kemenkes/
Sulawesi Selatan,2024,Kasus Malaria Positif,1905,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2014,Kasus Diare Dilayani,206494,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2014,Kasus ISPA/Pneumonia,7923,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2014,Kasus Kusta Baru,269,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2014,Kasus Malaria Positif,2282,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2015,Kasus Diare Dilayani,12803,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2015,Kasus ISPA/Pneumonia,10152,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2015,Kasus Kusta Baru,494,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2015,Kasus Malaria Positif,1953,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2016,Kasus Diare Dilayani,12992,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2016,Kasus ISPA/Pneumonia,10565,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2016,Kasus Kusta Baru,317,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2016,Kasus Malaria Positif,1446,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2017,Kasus ISPA/Pneumonia,9895,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2017,Kasus Kusta Baru,342,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2017,Kasus Malaria Positif,543,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2018,Kasus Diare Dilayani,59544,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2018,Kasus ISPA/Pneumonia,8980,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2018,Kasus Kusta Baru,294,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2018,Kasus Malaria Positif,186,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2019,Kasus Diare Dilayani,52584,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2019,Kasus ISPA/Pneumonia,8430,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2019,Kasus Kusta Baru,295,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2019,Kasus Malaria Positif,179,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2020,Kasus Diare Dilayani,38757,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2020,Kasus ISPA/Pneumonia,5724,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2020,Kasus Kusta Baru,201,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2020,Kasus Malaria Positif,199,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2021,Kasus Diare Dilayani,29273,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2021,Kasus ISPA/Pneumonia,4668,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2021,Kasus Kusta Baru,180,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2021,Kasus Malaria Positif,56,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2022,Kasus Diare Dilayani,27582,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2022,Kasus ISPA/Pneumonia,6273,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2022,Kasus Kusta Baru,113,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2022,Kasus Malaria Positif,173,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2023,Kasus Diare Dilayani,10648,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2023,Kasus ISPA/Pneumonia,7873,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2023,Kasus Kusta Baru,322,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2023,Kasus Malaria Positif,636,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2024,Kasus Diare Dilayani,34225,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2024,Kasus ISPA/Pneumonia,8840,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2024,Kasus Kusta Baru,356,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tengah,2024,Kasus Malaria Positif,1141,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2014,Kasus Diare Dilayani,25430,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2014,Kasus ISPA/Pneumonia,5081,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2014,Kasus Kusta Baru,268,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2014,Kasus Malaria Positif,1124,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2015,Kasus Diare Dilayani,115878,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2015,Kasus ISPA/Pneumonia,3262,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2015,Kasus Kusta Baru,281,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2015,Kasus Malaria Positif,1073,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2016,Kasus Diare Dilayani,30304,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2016,Kasus ISPA/Pneumonia,3106,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2016,Kasus Kusta Baru,329,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2016,Kasus Malaria Positif,1226,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2017,Kasus ISPA/Pneumonia,2577,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2017,Kasus Kusta Baru,337,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2017,Kasus Malaria Positif,596,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2018,Kasus Diare Dilayani,32359,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2018,Kasus ISPA/Pneumonia,3713,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2018,Kasus Kusta Baru,293,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2018,Kasus Malaria Positif,831,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2019,Kasus Diare Dilayani,27212,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2019,Kasus ISPA/Pneumonia,3648,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2019,Kasus Kusta Baru,214,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2019,Kasus Malaria Positif,812,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2020,Kasus Diare Dilayani,15237,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2020,Kasus ISPA/Pneumonia,1283,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2020,Kasus Kusta Baru,127,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2020,Kasus Malaria Positif,415,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2021,Kasus Diare Dilayani,14929,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2021,Kasus ISPA/Pneumonia,1048,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2021,Kasus Kusta Baru,209,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2021,Kasus Malaria Positif,351,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2022,Kasus Diare Dilayani,17004,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2022,Kasus ISPA/Pneumonia,1515,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2022,Kasus Kusta Baru,65,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2022,Kasus Malaria Positif,590,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2023,Kasus Diare Dilayani,26539,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2023,Kasus ISPA/Pneumonia,1572,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2023,Kasus Kusta Baru,220,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2023,Kasus Malaria Positif,585,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2024,Kasus Diare Dilayani,24613,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2024,Kasus ISPA/Pneumonia,1647,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2024,Kasus Kusta Baru,183,data/raw/profil_kesehatan_kemenkes/
Sulawesi Tenggara,2024,Kasus Malaria Positif,525,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2014,Kasus ISPA/Pneumonia,11208,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2014,Kasus Kusta Baru,349,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2014,Kasus Malaria Positif,2244,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2015,Kasus Diare Dilayani,59614,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2015,Kasus ISPA/Pneumonia,753,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2015,Kasus Kusta Baru,427,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2015,Kasus Malaria Positif,2128,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2016,Kasus Diare Dilayani,6337,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2016,Kasus ISPA/Pneumonia,559,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2016,Kasus Kusta Baru,379,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2016,Kasus Malaria Positif,1752,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2017,Kasus ISPA/Pneumonia,321,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2017,Kasus Kusta Baru,454,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2017,Kasus Malaria Positif,900,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2018,Kasus Diare Dilayani,20626,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2018,Kasus ISPA/Pneumonia,427,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2018,Kasus Kusta Baru,360,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2018,Kasus Malaria Positif,609,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2019,Kasus Diare Dilayani,19435,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2019,Kasus ISPA/Pneumonia,752,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2019,Kasus Kusta Baru,590,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2019,Kasus Malaria Positif,501,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2020,Kasus Diare Dilayani,3369,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2020,Kasus ISPA/Pneumonia,274,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2020,Kasus Kusta Baru,356,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2020,Kasus Malaria Positif,900,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2021,Kasus Diare Dilayani,10687,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2021,Kasus ISPA/Pneumonia,281,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2021,Kasus Kusta Baru,378,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2021,Kasus Malaria Positif,713,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2022,Kasus Diare Dilayani,9374,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2022,Kasus ISPA/Pneumonia,209,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2022,Kasus Kusta Baru,185,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2022,Kasus Malaria Positif,1069,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2023,Kasus Diare Dilayani,8604,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2023,Kasus ISPA/Pneumonia,143,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2023,Kasus Kusta Baru,456,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2023,Kasus Malaria Positif,1221,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2024,Kasus Diare Dilayani,11532,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2024,Kasus ISPA/Pneumonia,243,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2024,Kasus Kusta Baru,441,data/raw/profil_kesehatan_kemenkes/
Sulawesi Utara,2024,Kasus Malaria Positif,1245,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2014,Kasus Diare Dilayani,111804,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2014,Kasus ISPA/Pneumonia,13384,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2014,Kasus Kusta Baru,159,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2014,Kasus Malaria Positif,908,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2015,Kasus Diare Dilayani,178761,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2015,Kasus ISPA/Pneumonia,15373,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2015,Kasus Kusta Baru,54,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2015,Kasus Malaria Positif,752,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2016,Kasus Diare Dilayani,36322,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2016,Kasus ISPA/Pneumonia,13868,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2016,Kasus Kusta Baru,54,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2016,Kasus Malaria Positif,650,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2017,Kasus ISPA/Pneumonia,10576,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2017,Kasus Kusta Baru,53,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2017,Kasus Malaria Positif,512,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2018,Kasus Diare Dilayani,122201,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2018,Kasus ISPA/Pneumonia,11346,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2018,Kasus Kusta Baru,63,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2018,Kasus Malaria Positif,482,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2019,Kasus Diare Dilayani,88290,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2019,Kasus ISPA/Pneumonia,10206,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2019,Kasus Kusta Baru,91,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2019,Kasus Malaria Positif,316,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2020,Kasus Diare Dilayani,72584,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2020,Kasus ISPA/Pneumonia,4471,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2020,Kasus Kusta Baru,35,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2020,Kasus Malaria Positif,93,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2021,Kasus Diare Dilayani,57203,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2021,Kasus ISPA/Pneumonia,3595,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2021,Kasus Kusta Baru,72,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2021,Kasus Malaria Positif,72,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2022,Kasus Diare Dilayani,48394,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2022,Kasus ISPA/Pneumonia,5591,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2022,Kasus Kusta Baru,19,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2022,Kasus Malaria Positif,197,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2023,Kasus Diare Dilayani,40689,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2023,Kasus ISPA/Pneumonia,6405,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2023,Kasus Kusta Baru,65,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2023,Kasus Malaria Positif,56,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2024,Kasus Diare Dilayani,50105,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2024,Kasus ISPA/Pneumonia,8576,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2024,Kasus Kusta Baru,57,data/raw/profil_kesehatan_kemenkes/
Sumatera Barat,2024,Kasus Malaria Positif,54,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2014,Kasus Diare Dilayani,169769,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2014,Kasus ISPA/Pneumonia,17384,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2014,Kasus Kusta Baru,304,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2014,Kasus Malaria Positif,2371,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2015,Kasus Diare Dilayani,148248,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2015,Kasus ISPA/Pneumonia,17254,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2015,Kasus Kusta Baru,330,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2015,Kasus Malaria Positif,2495,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2016,Kasus Diare Dilayani,44015,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2016,Kasus ISPA/Pneumonia,13505,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2016,Kasus Kusta Baru,278,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2016,Kasus Malaria Positif,2286,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2017,Kasus ISPA/Pneumonia,13345,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2017,Kasus Kusta Baru,281,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2017,Kasus Malaria Positif,911,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2018,Kasus Diare Dilayani,164934,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2018,Kasus ISPA/Pneumonia,12097,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2018,Kasus Kusta Baru,303,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2018,Kasus Malaria Positif,646,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2019,Kasus Diare Dilayani,173537,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2019,Kasus ISPA/Pneumonia,10682,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2019,Kasus Kusta Baru,235,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2019,Kasus Malaria Positif,602,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2020,Kasus Diare Dilayani,89294,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2020,Kasus ISPA/Pneumonia,5928,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2020,Kasus Kusta Baru,180,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2020,Kasus Malaria Positif,69,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2021,Kasus Diare Dilayani,94538,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2021,Kasus ISPA/Pneumonia,3999,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2021,Kasus Kusta Baru,222,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2021,Kasus Malaria Positif,25,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2022,Kasus Diare Dilayani,86487,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2022,Kasus ISPA/Pneumonia,6651,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2022,Kasus Kusta Baru,98,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2022,Kasus Malaria Positif,40,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2023,Kasus Diare Dilayani,95955,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2023,Kasus ISPA/Pneumonia,6496,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2023,Kasus Kusta Baru,203,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2023,Kasus Malaria Positif,51,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2024,Kasus Diare Dilayani,27263,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2024,Kasus ISPA/Pneumonia,6896,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2024,Kasus Kusta Baru,264,data/raw/profil_kesehatan_kemenkes/
Sumatera Selatan,2024,Kasus Malaria Positif,99,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2014,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2014,Kasus ISPA/Pneumonia,27273,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2014,Kasus Kusta Baru,176,data/raw/profil_kesehatan_kemenkes/
