tahun,provinsi,jenis,jumlah
2019,Gorontalo,Puskesmas,93.0
2019,Sulawesi Barat,Puskesmas,94.0
2019,Sulawesi Utara,Puskesmas,92.0
2019,Sulawesi Tengah,Puskesmas,79.0
2019,Sulawesi Selatan,Puskesmas,227.0
2019,Sulawesi Tenggara,Puskesmas,80.0
2019,Gorontalo,Puskesmas,23.0
2019,Sulawesi Barat,Puskesmas,44.0
2019,Sulawesi Utara,Puskesmas,195.0
2019,Sulawesi Tengah,Puskesmas,206.0
2019,Sulawesi Selatan,Puskesmas,459.0
2019,Sulawesi Tenggara,Puskesmas,290.0
2019,Gorontalo,Puskesmas,93.0
2019,Sulawesi Barat,Puskesmas,95.0
2019,Sulawesi Utara,Puskesmas,195.0
2019,Sulawesi Tengah,Puskesmas,206.0
2019,Sulawesi Selatan,Puskesmas,459.0
2019,Sulawesi Tenggara,Puskesmas,290.0
2019,Gorontalo,Puskesmas,93.0
2019,Sulawesi Barat,Puskesmas,95.0
2019,Sulawesi Utara,Puskesmas,194.0
2019,Sulawesi Tengah,Puskesmas,200.0
2019,Sulawesi Selatan,Puskesmas,455.0
2019,Sulawesi Tenggara,Puskesmas,283.0
2019,Gorontalo,Puskesmas,93.0
2019,Sulawesi Barat,Puskesmas,95.0
2019,Sulawesi Utara,Puskesmas,195.0
2019,Sulawesi Tengah,Puskesmas,206.0
2019,Sulawesi Selatan,Puskesmas,459.0
2019,Sulawesi Tenggara,Puskesmas,290.0
2019,Gorontalo,Puskesmas,93.0
2019,Sulawesi Barat,Puskesmas,95.0
2019,Sulawesi Utara,Puskesmas,195.0
2019,Sulawesi Tengah,Puskesmas,206.0
2019,Sulawesi Selatan,Puskesmas,459.0
2019,Sulawesi Tenggara,Puskesmas,290.0
2019,Gorontalo,Puskesmas,93.0
2019,Sulawesi Barat,Puskesmas,95.0
2019,Sulawesi Utara,Puskesmas,195.0
2019,Sulawesi Tengah,Puskesmas,206.0
2019,Sulawesi Selatan,Puskesmas,459.0
2019,Sulawesi Tenggara,Puskesmas,290.0
2019,Gorontalo,Puskesmas,93.0
2019,Sulawesi Barat,Puskesmas,95.0
2019,Sulawesi Utara,Puskesmas,226.0
2019,Sulawesi Tengah,Puskesmas,108.0
2019,Sulawesi Selatan,Puskesmas,490.0
2019,Sulawesi Tenggara,Puskesmas,100.0
2019,Gorontalo,Puskesmas,68.0
2019,Sulawesi Barat,Puskesmas,42.0
2019,Sulawesi Utara,Puskesmas,1.0
2019,Sulawesi Tengah,Puskesmas,0.0
2019,Sulawesi Selatan,Puskesmas,0.0
2019,Sulawesi Tenggara,Puskesmas,0.0
2019,Gorontalo,Puskesmas,0.0
2019,Sulawesi Barat,Puskesmas,0.0
2019,Sulawesi Utara,Puskesmas,0.0
2019,Sulawesi Tengah,Puskesmas,0.0
2019,Sulawesi Selatan,Puskesmas,0.0
2019,Sulawesi Tenggara,Puskesmas,0.0
2019,Gorontalo,Puskesmas,0.0
2019,Sulawesi Barat,Puskesmas,0.0
2019,Sulawesi Utara,Puskesmas,1.0
2019,Sulawesi Tengah,Puskesmas,4.0
2019,Sulawesi Selatan,Puskesmas,0.0
2019,Sulawesi Tenggara,Puskesmas,4.0
2019,Gorontalo,Puskesmas,0.0
2019,Sulawesi Barat,Puskesmas,1.0
2019,Sulawesi Utara,Puskesmas,1.0
2019,Sulawesi Tengah,Puskesmas,8.0
2019,Sulawesi Selatan,Puskesmas,4.0
2019,Sulawesi Tenggara,Puskesmas,9.0
2019,Gorontalo,Puskesmas,1.0
2019,Sulawesi Barat,Puskesmas,3.0
2019,Sulawesi Utara,Puskesmas,328.0
2019,Sulawesi Tengah,Puskesmas,862.0
2019,Sulawesi Selatan,Puskesmas,1.129
2019,Sulawesi Tenggara,Puskesmas,716.0
2019,Gorontalo,Puskesmas,258.0
2019,Sulawesi Barat,Puskesmas,222.0
2019,Sulawesi Utara,Puskesmas,82.0
2019,Sulawesi Tengah,Puskesmas,394.0
2019,Sulawesi Selatan,Puskesmas,488.0
2019,Sulawesi Tenggara,Puskesmas,340.0
2019,Gorontalo,Puskesmas,105.0
2019,Sulawesi Barat,Puskesmas,51.0
2019,Sulawesi Utara,Puskesmas,45.0
2019,Sulawesi Tengah,Puskesmas,239.0
2019,Sulawesi Selatan,Puskesmas,276.0
2019,Sulawesi Tenggara,Puskesmas,234.0
2019,Gorontalo,Puskesmas,58.0
2019,Sulawesi Barat,Puskesmas,33.0
2019,Sulawesi Utara,Puskesmas,66.0
2019,Sulawesi Tengah,Puskesmas,103.0
2019,Sulawesi Selatan,Puskesmas,218.0
2019,Sulawesi Tenggara,Puskesmas,110.0
2019,Gorontalo,Puskesmas,42.0
2019,Sulawesi Barat,Puskesmas,40.0
2019,Sulawesi Utara,Puskesmas,24.0
2019,Sulawesi Tengah,Puskesmas,49.0
2019,Sulawesi Selatan,Puskesmas,67.0
2019,Sulawesi Tenggara,Puskesmas,47.0
2019,Gorontalo,Puskesmas,16.0
2019,Sulawesi Barat,Puskesmas,22.0
2019,Sulawesi Utara,Puskesmas,82.0
2019,Sulawesi Tengah,Puskesmas,106.0
2019,Sulawesi Selatan,Puskesmas,190.0
2019,Sulawesi Tenggara,Puskesmas,98.0
2019,Gorontalo,Puskesmas,30.0
2019,Sulawesi Barat,Puskesmas,26.0
2019,Sulawesi Utara,Puskesmas,36.0
2019,Sulawesi Tengah,Puskesmas,49.0
2019,Sulawesi Selatan,Puskesmas,50.0
2019,Sulawesi Tenggara,Puskesmas,44.0
2019,Gorontalo,Puskesmas,9.0
2019,Sulawesi Barat,Puskesmas,14.0
2019,Sulawesi Utara,Puskesmas,4.0
2019,Sulawesi Tengah,Puskesmas,12.0
2019,Sulawesi Selatan,Puskesmas,6.0
2019,Sulawesi Tenggara,Puskesmas,4.0
2019,Gorontalo,Puskesmas,0.0
2019,Sulawesi Barat,Puskesmas,0.0
2019,Sulawesi Utara,Puskesmas,2.0
2019,Sulawesi Tengah,Puskesmas,2.0
2019,Sulawesi Selatan,Puskesmas,0.0
2019,Sulawesi Tenggara,Puskesmas,0.0
2019,Gorontalo,Puskesmas,0.0
2019,Sulawesi Barat,Puskesmas,0.0
2019,Sulawesi Utara,Puskesmas,168.0
2019,Sulawesi Tengah,Puskesmas,47.0
2019,Sulawesi Selatan,Puskesmas,214.0
2019,Sulawesi Tenggara,Puskesmas,66.0
2019,Gorontalo,Puskesmas,35.0
2019,Sulawesi Barat,Puskesmas,36.0
2019,Sulawesi Utara,Puskesmas,195.0
2019,Sulawesi Tengah,Puskesmas,206.0
2019,Sulawesi Selatan,Puskesmas,458.0
2019,Sulawesi Tenggara,Puskesmas,290.0
2019,Gorontalo,Puskesmas,93.0
2019,Sulawesi Barat,Puskesmas,95.0
2019,Sulawesi Utara,Puskesmas,9.496
2019,Sulawesi Tengah,Puskesmas,6.115
2019,Sulawesi Selatan,Puskesmas,22.308
2019,Sulawesi Tenggara,Puskesmas,5.688
2019,Gorontalo,Puskesmas,4.278
2019,Sulawesi Barat,Puskesmas,1.86
2019,Sulawesi Utara,Puskesmas,195.0
2019,Sulawesi Tengah,Puskesmas,206.0
2019,Sulawesi Selatan,Puskesmas,458.0
2019,Sulawesi Tenggara,Puskesmas,290.0
2019,Gorontalo,Puskesmas,93.0
2019,Sulawesi Barat,Puskesmas,95.0
2019,Sulawesi Utara,Puskesmas,0.0
2019,Sulawesi Tengah,Puskesmas,0.0
2019,Sulawesi Selatan,Puskesmas,0.0
2019,Sulawesi Tenggara,Puskesmas,0.0
2019,Gorontalo,Puskesmas,0.0
2019,Sulawesi Barat,Puskesmas,0.0
2019,Sulawesi Utara,Puskesmas,3.234
2019,Sulawesi Tengah,Puskesmas,1.779
2019,Sulawesi Selatan,Puskesmas,5.494
2019,Sulawesi Tenggara,Puskesmas,1.96
2019,Gorontalo,Puskesmas,1.628
2019,Sulawesi Barat,Puskesmas,958.0
2019,Sulawesi Utara,Puskesmas,238.27
2019,Sulawesi Tengah,Puskesmas,240.918
2019,Sulawesi Selatan,Puskesmas,717.711
2019,Sulawesi Tenggara,Puskesmas,267.729
2019,Gorontalo,Puskesmas,119.222
2019,Sulawesi Barat,Puskesmas,131.921
2019,Sulawesi Utara,Puskesmas,42.052
2019,Sulawesi Tengah,Puskesmas,106.893
2019,Sulawesi Selatan,Puskesmas,101.919
2019,Sulawesi Tenggara,Puskesmas,53.696
2019,Gorontalo,Puskesmas,39.007
2019,Sulawesi Barat,Puskesmas,39.226
2019,Sulawesi Utara,Puskesmas,0.0
2019,Sulawesi Tengah,Puskesmas,0.0
2019,Sulawesi Selatan,Puskesmas,0.0
2019,Sulawesi Tenggara,Puskesmas,0.0
2019,Gorontalo,Puskesmas,0.0
2019,Sulawesi Barat,Puskesmas,0.0
2019,Sulawesi Utara,Puskesmas,0.0
2019,Sulawesi Tengah,Puskesmas,0.0
2019,Sulawesi Selatan,Puskesmas,0.0
2019,Sulawesi Tenggara,Puskesmas,0.0
2019,Gorontalo,Puskesmas,0.0
2019,Sulawesi Barat,Puskesmas,0.0
2019,Sulawesi Utara,Puskesmas,20.0
2019,Sulawesi Tengah,Puskesmas,193.0
2019,Sulawesi Selatan,Puskesmas,82.0
2019,Sulawesi Tenggara,Puskesmas,62.0
2019,Gorontalo,Puskesmas,4.0
2019,Sulawesi Barat,Puskesmas,43.0
2019,Sulawesi Utara,Puskesmas,195.0
2019,Sulawesi Tengah,Puskesmas,206.0
2019,Sulawesi Selatan,Puskesmas,459.0
2019,Sulawesi Tenggara,Puskesmas,290.0
2019,Gorontalo,Puskesmas,93.0
2019,Sulawesi Barat,Puskesmas,95.0
2019,Sulawesi Utara,Puskesmas,15.0
2019,Sulawesi Tengah,Puskesmas,13.0
2019,Sulawesi Selatan,Puskesmas,24.0
2019,Sulawesi Tenggara,Puskesmas,17.0
2019,Gorontalo,Puskesmas,6.0
2019,Sulawesi Barat,Puskesmas,6.0
2020,Sulawesi Utara,Puskesmas,188.0
2020,Sulawesi Tengah,Puskesmas,189.0
2020,Sulawesi Selatan,Puskesmas,448.0
2020,Sulawesi Tenggara,Puskesmas,269.0
2020,Gorontalo,Puskesmas,93.0
2020,Sulawesi Barat,Puskesmas,94.0
2020,Sulawesi Utara,Puskesmas,92.0
2020,Sulawesi Tengah,Puskesmas,79.0
2020,Sulawesi Selatan,Puskesmas,227.0
2020,Sulawesi Tenggara,Puskesmas,82.0
2020,Gorontalo,Puskesmas,23.0
2020,Sulawesi Barat,Puskesmas,45.0
2020,Sulawesi Utara,Puskesmas,195.0
2020,Sulawesi Tengah,Puskesmas,207.0
2020,Sulawesi Selatan,Puskesmas,461.0
2020,Sulawesi Tenggara,Puskesmas,292.0
2020,Gorontalo,Puskesmas,93.0
2020,Sulawesi Barat,Puskesmas,96.0
2020,Sulawesi Utara,Puskesmas,195.0
2020,Sulawesi Tengah,Puskesmas,207.0
2020,Sulawesi Selatan,Puskesmas,461.0
2020,Sulawesi Tenggara,Puskesmas,292.0
2020,Gorontalo,Puskesmas,93.0
2020,Sulawesi Barat,Puskesmas,96.0
2020,Sulawesi Utara,Puskesmas,195.0
2020,Sulawesi Tengah,Puskesmas,206.0
2020,Sulawesi Selatan,Puskesmas,459.0
2020,Sulawesi Tenggara,Puskesmas,290.0
2020,Gorontalo,Puskesmas,93.0
2020,Sulawesi Barat,Puskesmas,95.0
2020,Sulawesi Utara,Puskesmas,35.0
2020,Sulawesi Tengah,Puskesmas,55.0
2020,Sulawesi Selatan,Puskesmas,241.0
2020,Sulawesi Tenggara,Puskesmas,75.0
2020,Gorontalo,Puskesmas,25.0
2020,Sulawesi Barat,Puskesmas,42.0
2020,Sulawesi Utara,Puskesmas,6.0
2020,Sulawesi Tengah,Puskesmas,16.0
2020,Sulawesi Selatan,Puskesmas,28.0
2020,Sulawesi Tenggara,Puskesmas,53.0
2020,Gorontalo,Puskesmas,12.0
2020,Sulawesi Barat,Puskesmas,5.0
2020,Sulawesi Utara,Puskesmas,195.0
2020,Sulawesi Tengah,Puskesmas,207.0
2020,Sulawesi Selatan,Puskesmas,461.0
2020,Sulawesi Tenggara,Puskesmas,292.0
2020,Gorontalo,Puskesmas,93.0
2020,Sulawesi Barat,Puskesmas,96.0
2020,Sulawesi Utara,Puskesmas,20.0
2020,Sulawesi Tengah,Puskesmas,178.0
2020,Sulawesi Selatan,Puskesmas,261.0
2020,Sulawesi Tenggara,Puskesmas,129.0
2020,Gorontalo,Puskesmas,71.0
2020,Sulawesi Barat,Puskesmas,32.0
2020,Sulawesi Utara,Puskesmas,193.0
2020,Sulawesi Tengah,Puskesmas,210.0
2020,Sulawesi Selatan,Puskesmas,458.0
2020,Sulawesi Tenggara,Puskesmas,290.0
2020,Gorontalo,Puskesmas,93.0
2020,Sulawesi Barat,Puskesmas,95.0
2020,Sulawesi Utara,Puskesmas,193.0
2020,Sulawesi Tengah,Puskesmas,210.0
2020,Sulawesi Selatan,Puskesmas,458.0
2020,Sulawesi Tenggara,Puskesmas,290.0
2020,Gorontalo,Puskesmas,93.0
2020,Sulawesi Barat,Puskesmas,95.0
2020,Sulawesi Utara,Puskesmas,280.0
2020,Sulawesi Tengah,Puskesmas,137.0
2020,Sulawesi Selatan,Puskesmas,651.0
2020,Sulawesi Tenggara,Puskesmas,122.0
2020,Gorontalo,Puskesmas,71.0
2020,Sulawesi Barat,Puskesmas,48.0
2020,Sulawesi Utara,Puskesmas,1.0
2020,Sulawesi Tengah,Puskesmas,0.0
2020,Sulawesi Selatan,Puskesmas,0.0
2020,Sulawesi Tenggara,Puskesmas,0.0
2020,Gorontalo,Puskesmas,0.0
2020,Sulawesi Barat,Puskesmas,0.0
2020,Sulawesi Utara,Puskesmas,0.0
2020,Sulawesi Tengah,Puskesmas,0.0
2020,Sulawesi Selatan,Puskesmas,0.0
2020,Sulawesi Tenggara,Puskesmas,0.0
2020,Gorontalo,Puskesmas,0.0
2020,Sulawesi Barat,Puskesmas,0.0
2020,Sulawesi Utara,Puskesmas,0.0
2020,Sulawesi Tengah,Puskesmas,1.0
2020,Sulawesi Selatan,Puskesmas,1.0
2020,Sulawesi Tenggara,Puskesmas,0.0
2020,Gorontalo,Puskesmas,0.0
2020,Sulawesi Barat,Puskesmas,0.0
2020,Sulawesi Utara,Puskesmas,4.0
2020,Sulawesi Tengah,Puskesmas,8.0
2020,Sulawesi Selatan,Puskesmas,1.0
2020,Sulawesi Tenggara,Puskesmas,3.0
2020,Gorontalo,Puskesmas,2.0
2020,Sulawesi Barat,Puskesmas,2.0
2020,Sulawesi Utara,Puskesmas,409.0
2020,Sulawesi Tengah,Puskesmas,972.0
2020,Sulawesi Selatan,Puskesmas,1.369
2020,Sulawesi Tenggara,Puskesmas,961.0
2020,Gorontalo,Puskesmas,257.0
2020,Sulawesi Barat,Puskesmas,486.0
2020,Sulawesi Utara,Puskesmas,133.0
2020,Sulawesi Tengah,Puskesmas,504.0
2020,Sulawesi Selatan,Puskesmas,599.0
2020,Sulawesi Tenggara,Puskesmas,421.0
2020,Gorontalo,Puskesmas,122.0
2020,Sulawesi Barat,Puskesmas,100.0
2020,Sulawesi Utara,Puskesmas,76.0
2020,Sulawesi Tengah,Puskesmas,271.0
2020,Sulawesi Selatan,Puskesmas,329.0
2020,Sulawesi Tenggara,Puskesmas,268.0
2020,Gorontalo,Puskesmas,63.0
2020,Sulawesi Barat,Puskesmas,71.0
2020,Sulawesi Utara,Puskesmas,103.0
2020,Sulawesi Tengah,Puskesmas,129.0
2020,Sulawesi Selatan,Puskesmas,306.0
2020,Sulawesi Tenggara,Puskesmas,119.0
2020,Gorontalo,Puskesmas,47.0
2020,Sulawesi Barat,Puskesmas,58.0
2020,Sulawesi Utara,Puskesmas,32.0
2020,Sulawesi Tengah,Puskesmas,59.0
2020,Sulawesi Selatan,Puskesmas,77.0
2020,Sulawesi Tenggara,Puskesmas,60.0
2020,Gorontalo,Puskesmas,15.0
2020,Sulawesi Barat,Puskesmas,26.0
2020,Sulawesi Utara,Puskesmas,130.0
2020,Sulawesi Tengah,Puskesmas,152.0
2020,Sulawesi Selatan,Puskesmas,273.0
2020,Sulawesi Tenggara,Puskesmas,108.0
2020,Gorontalo,Puskesmas,37.0
2020,Sulawesi Barat,Puskesmas,41.0
2020,Sulawesi Utara,Puskesmas,42.0
2020,Sulawesi Tengah,Puskesmas,60.0
2020,Sulawesi Selatan,Puskesmas,66.0
2020,Sulawesi Tenggara,Puskesmas,49.0
2020,Gorontalo,Puskesmas,7.0
2020,Sulawesi Barat,Puskesmas,22.0
2020,Sulawesi Utara,Puskesmas,238.0
2020,Sulawesi Tengah,Puskesmas,316.0
2020,Sulawesi Selatan,Puskesmas,552.0
2020,Sulawesi Tenggara,Puskesmas,345.0
2020,Gorontalo,Puskesmas,140.0
2020,Sulawesi Barat,Puskesmas,134.0
2020,Sulawesi Utara,Puskesmas,23.0
2020,Sulawesi Tengah,Puskesmas,75.0
2020,Sulawesi Selatan,Puskesmas,119.0
2020,Sulawesi Tenggara,Puskesmas,116.0
2020,Gorontalo,Puskesmas,32.0
2020,Sulawesi Barat,Puskesmas,49.0
2020,Sulawesi Utara,Puskesmas,4.0
2020,Sulawesi Tengah,Puskesmas,8.0
2020,Sulawesi Selatan,Puskesmas,3.0
2020,Sulawesi Tenggara,Puskesmas,3.0
2020,Gorontalo,Puskesmas,0.0
2020,Sulawesi Barat,Puskesmas,0.0
2020,Sulawesi Utara,Puskesmas,1.0
2020,Sulawesi Tengah,Puskesmas,1.0
2020,Sulawesi Selatan,Puskesmas,0.0
2020,Sulawesi Tenggara,Puskesmas,0.0
2020,Gorontalo,Puskesmas,0.0
2020,Sulawesi Barat,Puskesmas,0.0
2020,Sulawesi Utara,Puskesmas,157.0
2020,Sulawesi Tengah,Puskesmas,43.0
2020,Sulawesi Selatan,Puskesmas,186.0
2020,Sulawesi Tenggara,Puskesmas,65.0
2020,Gorontalo,Puskesmas,27.0
2020,Sulawesi Barat,Puskesmas,29.0
2020,Sulawesi Utara,Puskesmas,195.0
2020,Sulawesi Tengah,Puskesmas,207.0
2020,Sulawesi Selatan,Puskesmas,461.0
2020,Sulawesi Tenggara,Puskesmas,292.0
2020,Gorontalo,Puskesmas,93.0
2020,Sulawesi Barat,Puskesmas,96.0
2020,Sulawesi Utara,Puskesmas,185.0
2020,Sulawesi Tengah,Puskesmas,202.0
2020,Sulawesi Selatan,Puskesmas,473.0
2020,Sulawesi Tenggara,Puskesmas,305.0
2020,Gorontalo,Puskesmas,93.0
2020,Sulawesi Barat,Puskesmas,104.0
2020,Sulawesi Utara,Puskesmas,195.0
2020,Sulawesi Tengah,Puskesmas,206.0
2020,Sulawesi Selatan,Puskesmas,461.0
2020,Sulawesi Tenggara,Puskesmas,291.0
2020,Gorontalo,Puskesmas,93.0
2020,Sulawesi Barat,Puskesmas,96.0
2020,Sulawesi Utara,Puskesmas,0.0
2020,Sulawesi Tengah,Puskesmas,0.0
2020,Sulawesi Selatan,Puskesmas,0.0
2020,Sulawesi Tenggara,Puskesmas,0.0
2020,Gorontalo,Puskesmas,0.0
2020,Sulawesi Barat,Puskesmas,0.0
2020,Sulawesi Utara,Puskesmas,3.613
2020,Sulawesi Tengah,Puskesmas,2.173
2020,Sulawesi Selatan,Puskesmas,6.919
2020,Sulawesi Tenggara,Puskesmas,1.76
2020,Gorontalo,Puskesmas,1.582
2020,Sulawesi Barat,Puskesmas,1.087
2020,Sulawesi Utara,Puskesmas,238.269
2020,Sulawesi Tengah,Puskesmas,296.133
2020,Sulawesi Selatan,Puskesmas,874.23
2020,Sulawesi Tenggara,Puskesmas,276.312
2020,Gorontalo,Puskesmas,119.754
2020,Sulawesi Barat,Puskesmas,134.083
2020,Sulawesi Utara,Puskesmas,29.463
