provinsi,tahun,indikator,nilai,satuan,Sumber
Indonesia,2020,Investasi PMDN - Jumlah Proyek,96623.0,Proyek,data/raw/bps_pmdn/
Indonesia,2021,Investasi PMDN - Jumlah Proyek,106002.0,Proyek,data/raw/bps_pmdn/
Aceh,2022,Investasi PMDN - Jumlah Proyek,2710.0,Proyek,data/raw/bps_pmdn/
Aceh,2023,Investasi PMDN - Jumlah Proyek,7171.0,Proyek,data/raw/bps_pmdn/
Sumatera Utara,2022,Investasi PMDN - Jumlah Proyek,5356.0,Proyek,data/raw/bps_pmdn/
Sumatera Utara,2023,Investasi PMDN - Jumlah Proyek,8253.0,Proyek,data/raw/bps_pmdn/
Sumatera Barat,2022,Investasi PMDN - Jumlah Proyek,1820.0,Proyek,data/raw/bps_pmdn/
Sumatera Barat,2023,Investasi PMDN - Jumlah Proyek,2334.0,Proyek,data/raw/bps_pmdn/
Riau,2022,Investasi PMDN - Jumlah Proyek,2835.0,Proyek,data/raw/bps_pmdn/
Riau,2023,Investasi PMDN - Jumlah Proyek,5548.0,Proyek,data/raw/bps_pmdn/
Jambi,2022,Investasi PMDN - Jumlah Proyek,1854.0,Proyek,data/raw/bps_pmdn/
Jambi,2023,Investasi PMDN - Jumlah Proyek,2870.0,Proyek,data/raw/bps_pmdn/
Sumatera Selatan,2022,Investasi PMDN - Jumlah Proyek,2243.0,Proyek,data/raw/bps_pmdn/
Sumatera Selatan,2023,Investasi PMDN - Jumlah Proyek,5667.0,Proyek,data/raw/bps_pmdn/
Bengkulu,2022,Investasi PMDN - Jumlah Proyek,636.0,Proyek,data/raw/bps_pmdn/
Bengkulu,2023,Investasi PMDN - Jumlah Proyek,1503.0,Proyek,data/raw/bps_pmdn/
Lampung,2022,Investasi PMDN - Jumlah Proyek,1320.0,Proyek,data/raw/bps_pmdn/
Lampung,2023,Investasi PMDN - Jumlah Proyek,2825.0,Proyek,data/raw/bps_pmdn/
Kep. Bangka Belitung,2022,Investasi PMDN - Jumlah Proyek,938.0,Proyek,data/raw/bps_pmdn/
Kep. Bangka Belitung,2023,Investasi PMDN - Jumlah Proyek,1770.0,Proyek,data/raw/bps_pmdn/
Kep. Riau,2022,Investasi PMDN - Jumlah Proyek,2180.0,Proyek,data/raw/bps_pmdn/
Kep. Riau,2023,Investasi PMDN - Jumlah Proyek,5353.0,Proyek,data/raw/bps_pmdn/
Dki Jakarta,2022,Investasi PMDN - Jumlah Proyek,24950.0,Proyek,data/raw/bps_pmdn/
Dki Jakarta,2023,Investasi PMDN - Jumlah Proyek,68704.0,Proyek,data/raw/bps_pmdn/
Jawa Barat,2022,Investasi PMDN - Jumlah Proyek,14853.0,Proyek,data/raw/bps_pmdn/
Jawa Barat,2023,Investasi PMDN - Jumlah Proyek,35758.0,Proyek,data/raw/bps_pmdn/
Jawa Tengah,2022,Investasi PMDN - Jumlah Proyek,10276.0,Proyek,data/raw/bps_pmdn/
Jawa Tengah,2023,Investasi PMDN - Jumlah Proyek,17460.0,Proyek,data/raw/bps_pmdn/
Di Yogyakarta,2022,Investasi PMDN - Jumlah Proyek,1897.0,Proyek,data/raw/bps_pmdn/
Di Yogyakarta,2023,Investasi PMDN - Jumlah Proyek,3906.0,Proyek,data/raw/bps_pmdn/
Jawa Timur,2022,Investasi PMDN - Jumlah Proyek,15813.0,Proyek,data/raw/bps_pmdn/
Jawa Timur,2023,Investasi PMDN - Jumlah Proyek,28484.0,Proyek,data/raw/bps_pmdn/
Banten,2022,Investasi PMDN - Jumlah Proyek,7161.0,Proyek,data/raw/bps_pmdn/
Banten,2023,Investasi PMDN - Jumlah Proyek,16488.0,Proyek,data/raw/bps_pmdn/
Bali,2022,Investasi PMDN - Jumlah Proyek,2672.0,Proyek,data/raw/bps_pmdn/
Bali,2023,Investasi PMDN - Jumlah Proyek,5787.0,Proyek,data/raw/bps_pmdn/
Nusa Tenggara Barat,2022,Investasi PMDN - Jumlah Proyek,1558.0,Proyek,data/raw/bps_pmdn/
Nusa Tenggara Barat,2023,Investasi PMDN - Jumlah Proyek,2543.0,Proyek,data/raw/bps_pmdn/
Nusa Tenggara Timur,2022,Investasi PMDN - Jumlah Proyek,1202.0,Proyek,data/raw/bps_pmdn/
Nusa Tenggara Timur,2023,Investasi PMDN - Jumlah Proyek,2350.0,Proyek,data/raw/bps_pmdn/
Kalimantan Barat,2022,Investasi PMDN - Jumlah Proyek,2681.0,Proyek,data/raw/bps_pmdn/
Kalimantan Barat,2023,Investasi PMDN - Jumlah Proyek,3956.0,Proyek,data/raw/bps_pmdn/
Kalimantan Tengah,2022,Investasi PMDN - Jumlah Proyek,1148.0,Proyek,data/raw/bps_pmdn/
Kalimantan Tengah,2023,Investasi PMDN - Jumlah Proyek,2404.0,Proyek,data/raw/bps_pmdn/
Kalimantan Selatan,2022,Investasi PMDN - Jumlah Proyek,1733.0,Proyek,data/raw/bps_pmdn/
Kalimantan Selatan,2023,Investasi PMDN - Jumlah Proyek,3453.0,Proyek,data/raw/bps_pmdn/
Kalimantan Timur,2022,Investasi PMDN - Jumlah Proyek,4219.0,Proyek,data/raw/bps_pmdn/
Kalimantan Timur,2023,Investasi PMDN - Jumlah Proyek,7571.0,Proyek,data/raw/bps_pmdn/
Kalimantan Utara,2022,Investasi PMDN - Jumlah Proyek,441.0,Proyek,data/raw/bps_pmdn/
Kalimantan Utara,2023,Investasi PMDN - Jumlah Proyek,839.0,Proyek,data/raw/bps_pmdn/
Sulawesi Utara,2022,Investasi PMDN - Jumlah Proyek,1290.0,Proyek,data/raw/bps_pmdn/
Sulawesi Utara,2023,Investasi PMDN - Jumlah Proyek,2744.0,Proyek,data/raw/bps_pmdn/
Sulawesi Tengah,2022,Investasi PMDN - Jumlah Proyek,1576.0,Proyek,data/raw/bps_pmdn/
Sulawesi Tengah,2023,Investasi PMDN - Jumlah Proyek,2145.0,Proyek,data/raw/bps_pmdn/
Sulawesi Selatan,2022,Investasi PMDN - Jumlah Proyek,3328.0,Proyek,data/raw/bps_pmdn/
Sulawesi Selatan,2023,Investasi PMDN - Jumlah Proyek,8070.0,Proyek,data/raw/bps_pmdn/
Sulawesi Tenggara,2022,Investasi PMDN - Jumlah Proyek,988.0,Proyek,data/raw/bps_pmdn/
Sulawesi Tenggara,2023,Investasi PMDN - Jumlah Proyek,2166.0,Proyek,data/raw/bps_pmdn/
Gorontalo,2022,Investasi PMDN - Jumlah Proyek,580.0,Proyek,data/raw/bps_pmdn/
Gorontalo,2023,Investasi PMDN - Jumlah Proyek,996.0,Proyek,data/raw/bps_pmdn/
Sulawesi Barat,2022,Investasi PMDN - Jumlah Proyek,249.0,Proyek,data/raw/bps_pmdn/
Sulawesi Barat,2023,Investasi PMDN - Jumlah Proyek,880.0,Proyek,data/raw/bps_pmdn/
Maluku,2022,Investasi PMDN - Jumlah Proyek,1014.0,Proyek,data/raw/bps_pmdn/
Maluku,2023,Investasi PMDN - Jumlah Proyek,1421.0,Proyek,data/raw/bps_pmdn/
Maluku Utara,2022,Investasi PMDN - Jumlah Proyek,1709.0,Proyek,data/raw/bps_pmdn/
Maluku Utara,2023,Investasi PMDN - Jumlah Proyek,1495.0,Proyek,data/raw/bps_pmdn/
Papua Barat,2022,Investasi PMDN - Jumlah Proyek,598.0,Proyek,data/raw/bps_pmdn/
Papua Barat,2023,Investasi PMDN - Jumlah Proyek,730.0,Proyek,data/raw/bps_pmdn/
Papua Barat Daya,2023,Investasi PMDN - Jumlah Proyek,1121.0,Proyek,data/raw/bps_pmdn/
Papua,2022,Investasi PMDN - Jumlah Proyek,754.0,Proyek,data/raw/bps_pmdn/
Papua,2023,Investasi PMDN - Jumlah Proyek,971.0,Proyek,data/raw/bps_pmdn/
Papua Selatan,2023,Investasi PMDN - Jumlah Proyek,346.0,Proyek,data/raw/bps_pmdn/
Papua Tengah,2023,Investasi PMDN - Jumlah Proyek,507.0,Proyek,data/raw/bps_pmdn/
Papua Pegunungan,2023,Investasi PMDN - Jumlah Proyek,133.0,Proyek,data/raw/bps_pmdn/
Indonesia,2022,Investasi PMDN - Jumlah Proyek,124582.0,Proyek,data/raw/bps_pmdn/
Indonesia,2023,Investasi PMDN - Jumlah Proyek,266722.0,Proyek,data/raw/bps_pmdn/
