Tahun,Kode Provinsi,Provinsi,Kode Kabupaten,Kabupaten,Jenis Bencana,Jumlah Kejadian,Meninggal,Luka / Sakit,menderita_mengungsi,Rumah Rusak Berat,Rumah Rusak Sedang,Rumah Rusak Ringan,Rumah Terendam
2015,71,Sulawesi Utara,71.01,Bolaang Mongondow,Banjir,1.0,0,0,0,0,0,0,12
2015,71,Sulawesi Utara,71.01,Bolaang Mongondow,Longsor,1.0,0,0,125,0,8,0,0
2015,71,Sulawesi Utara,71.03,Kepulauan Sangihe,Longsor,1.0,0,0,0,0,0,0,0
2015,71,Sulawesi Utara,71.05,Minahasa Selatan,Banjir,1.0,0,0,0,3,0,7,245
2015,71,Sulawesi Utara,71.05,Minahasa Selatan,Longsor,1.0,0,0,27,8,0,4,0
2015,71,Sulawesi Utara,71.06,Minahasa Utara,Banjir,1.0,0,0,1960,0,0,0,1000
2015,71,Sulawesi Utara,71.07,Minahasa Tenggara,Banjir,1.0,0,0,1000,0,0,0,0
2015,71,Sulawesi Utara,71.09,Kep. Siau Tagulandang Biaro,Banjir,1.0,0,0,338,3,0,30,0
2015,71,Sulawesi Utara,71.71,Kota Manado,Banjir,1.0,0,0,4031,0,0,0,2000
2015,71,Sulawesi Utara,71.71,Kota Manado,Longsor,1.0,0,0,0,0,0,0,0
2015,71,Sulawesi Utara,71.72,Kota Bitung,Banjir,1.0,0,0,560,0,0,0,1000
2015,72,Sulawesi Tengah,72.02,Poso,Banjir,1.0,0,0,375,0,0,0,200
2015,72,Sulawesi Tengah,72.03,Donggala,Banjir,3.0,0,0,4320,5,0,73,183
2015,72,Sulawesi Tengah,72.04,Toli Toli,Banjir,1.0,0,0,0,0,0,0,0
2015,72,Sulawesi Tengah,72.05,Buol,Banjir,1.0,0,0,0,0,0,0,270
2015,72,Sulawesi Tengah,72.06,Morowali,Banjir,2.0,0,0,3351,57,0,0,650
2015,72,Sulawesi Tengah,72.08,Parigi Moutong,Banjir,1.0,0,0,1080,0,0,0,270
2015,72,Sulawesi Tengah,72.08,Parigi Moutong,Longsor,1.0,0,0,0,0,0,0,0
2015,72,Sulawesi Tengah,72.09,Tojo Una Una,Banjir,1.0,0,0,0,0,0,0,128
2015,72,Sulawesi Tengah,72.12,Morowali Utara,Banjir,1.0,0,0,4335,0,0,0,0
2015,73,Sulawesi Selatan,73.04,Jeneponto,Banjir,1.0,0,0,350,0,0,0,60
2015,73,Sulawesi Selatan,73.05,Takalar,Banjir,1.0,0,0,770,0,0,0,150
2015,73,Sulawesi Selatan,73.06,Gowa,Banjir,1.0,0,0,0,0,0,0,158
2015,73,Sulawesi Selatan,73.11,Barru,Banjir,3.0,0,0,9613,2,0,1,899
2015,73,Sulawesi Selatan,73.11,Barru,Longsor,2.0,0,0,39,1,9,0,0
2015,73,Sulawesi Selatan,73.13,Wajo,Banjir,3.0,0,0,53,11,0,0,16320
2015,73,Sulawesi Selatan,73.14,Sidenreng Rappang,Banjir,1.0,0,0,0,1,0,0,1189
2015,73,Sulawesi Selatan,73.15,Pinrang,Banjir,1.0,0,0,0,0,0,0,110
2015,73,Sulawesi Selatan,73.16,Enrekang,Banjir,1.0,0,0,0,2,0,0,0
2015,73,Sulawesi Selatan,73.16,Enrekang,Longsor,2.0,0,0,80,0,6,0,0
2015,73,Sulawesi Selatan,73.18,Tana Toraja,Longsor,2.0,0,0,50,2,0,0,0
2015,73,Sulawesi Selatan,73.22,Luwu Utara,Banjir,1.0,0,0,6578,0,0,0,4000
2015,73,Sulawesi Selatan,73.26,Toraja Utara,Longsor,1.0,0,0,0,1,0,0,0
2015,73,Sulawesi Selatan,73.71,Kota Makassar,Banjir,1.0,0,0,2085,0,0,0,417
2015,74,Sulawesi Tenggara,74.01,Kolaka,Banjir,2.0,0,0,349,12,0,0,640
2015,74,Sulawesi Tenggara,74.1,Buton Utara,Kekeringan,1.0,0,0,18114,0,0,0,0
2015,74,Sulawesi Tenggara,74.72,Kota Bau Bau,Banjir,1.0,0,0,0,0,0,0,42
2015,76,Sulawesi Barat,76.01,Pasangkayu,Banjir,1.0,0,0,0,0,0,0,20
2015,76,Sulawesi Barat,76.02,Mamuju,Banjir,1.0,0,0,22,4,0,0,17
2016,71,Sulawesi Utara,71.01,Bolaang Mongondow,Banjir,2.0,0,0,920,0,0,0,62
2016,71,Sulawesi Utara,71.02,Minahasa,Longsor,1.0,1,0,0,1,0,0,0
2016,71,Sulawesi Utara,71.03,Kepulauan Sangihe,Banjir,2.0,6,0,2380,51,25,69,0
2016,71,Sulawesi Utara,71.09,Kep. Siau Tagulandang Biaro,Banjir,1.0,0,0,23,0,0,0,0
2016,71,Sulawesi Utara,71.11,Bolaang Mongondow Selatan,Banjir,1.0,0,0,8315,0,0,0,1663
2016,71,Sulawesi Utara,71.71,Kota Manado,Banjir,1.0,3,0,0,0,0,0,0
2016,71,Sulawesi Utara,71.71,Kota Manado,Longsor,3.0,3,0,0,6,20,10,0
2016,71,Sulawesi Utara,71.74,Kota Kotamobagu,Longsor,1.0,0,0,0,0,0,0,0
2016,72,Sulawesi Tengah,72.02,Poso,Banjir,3.0,0,0,35,0,0,2,193
2016,72,Sulawesi Tengah,72.03,Donggala,Banjir,1.0,0,0,0,15,0,0,0
2016,72,Sulawesi Tengah,72.04,Toli Toli,Banjir,2.0,0,0,8,0,0,0,0
2016,72,Sulawesi Tengah,72.05,Buol,Banjir,1.0,0,0,250,0,0,0,0
2016,72,Sulawesi Tengah,72.1,Sigi,Banjir,1.0,1,0,45,9,0,0,0
2016,72,Sulawesi Tengah,72.12,Morowali Utara,Banjir,1.0,0,1,780,0,0,0,0
2016,72,Sulawesi Tengah,72.71,Kota Palu,Banjir,1.0,0,0,237,1,0,0,54
2016,73,Sulawesi Selatan,73.08,Bone,Banjir,1.0,1,0,0,0,0,0,0
2016,73,Sulawesi Selatan,73.1,Pangkajene Dan Kepulauan,Banjir,1.0,0,0,0,0,0,0,0
2016,73,Sulawesi Selatan,73.1,Pangkajene Dan Kepulauan,Longsor,1.0,0,0,6,1,0,0,0
2016,73,Sulawesi Selatan,73.11,Barru,Banjir,1.0,1,0,11,0,0,0,100
2016,73,Sulawesi Selatan,73.12,Soppeng,Banjir,1.0,0,0,910,0,0,0,182
2016,73,Sulawesi Selatan,73.12,Soppeng,Longsor,1.0,0,0,0,2,3,0,0
2016,73,Sulawesi Selatan,73.13,Wajo,Banjir,7.0,0,40,1759,0,0,0,5376
2016,73,Sulawesi Selatan,73.15,Pinrang,Banjir,1.0,0,0,0,0,1,0,30
2016,73,Sulawesi Selatan,73.16,Enrekang,Banjir,2.0,0,0,1564,0,19,0,247
2016,73,Sulawesi Selatan,73.16,Enrekang,Longsor,1.0,0,0,13,1,0,0,0
2016,73,Sulawesi Selatan,73.17,Luwu,Banjir,8.0,0,0,13593,0,0,0,4537
2016,73,Sulawesi Selatan,73.18,Tana Toraja,Longsor,3.0,1,0,316,4,44,0,0
2016,73,Sulawesi Selatan,73.22,Luwu Utara,Banjir,4.0,0,0,97626,0,0,0,1816
2016,73,Sulawesi Selatan,73.24,Luwu Timur,Banjir,1.0,0,1,15,2,0,0,35
2016,73,Sulawesi Selatan,73.26,Toraja Utara,Longsor,4.0,2,0,1107,11,0,0,0
2016,73,Sulawesi Selatan,73.73,Kota Palopo,Banjir,2.0,0,0,5575,0,0,1,1000
2016,74,Sulawesi Tenggara,74.01,Kolaka,Banjir,1.0,0,0,0,0,0,0,7
2016,74,Sulawesi Tenggara,74.05,Konawe Selatan,Banjir,1.0,0,0,0,0,0,0,0
2016,74,Sulawesi Tenggara,74.06,Bombana,Banjir,1.0,0,0,0,0,0,0,226
2016,74,Sulawesi Tenggara,74.09,Konawe Utara,Banjir,1.0,0,0,1354,4,2,2,113
2016,74,Sulawesi Tenggara,74.14,Buton Tengah,Banjir,1.0,0,0,0,0,0,0,12
2016,74,Sulawesi Tenggara,74.71,Kota Kendari,Banjir,1.0,0,0,0,0,0,0,4
2016,76,Sulawesi Barat,76.01,Pasangkayu,Banjir,1.0,0,0,5,0,0,0,38
2016,76,Sulawesi Barat,76.02,Mamuju,Banjir,1.0,0,0,0,0,0,0,200
2016,76,Sulawesi Barat,76.03,Mamasa,Banjir,1.0,0,0,922,17,38,21,0
2016,76,Sulawesi Barat,76.05,Majene,Banjir,1.0,0,0,0,0,0,0,150
2016,76,Sulawesi Barat,76.06,Mamuju Tengah,Banjir,2.0,0,0,7,0,0,0,90
2017,71,Sulawesi Utara,71.01,Bolaang Mongondow,Banjir,1.0,0,0,110,0,0,3,673
2017,71,Sulawesi Utara,71.02,Minahasa,Banjir,1.0,0,0,8201,90,185,1758,0
2017,71,Sulawesi Utara,71.02,Minahasa,Longsor,1.0,0,0,263,2,0,3,0
2017,71,Sulawesi Utara,71.03,Kepulauan Sangihe,Banjir,3.0,0,0,1735,0,0,0,15
2017,71,Sulawesi Utara,71.05,Minahasa Selatan,Banjir,1.0,0,0,0,1,0,4,0
2017,71,Sulawesi Utara,71.05,Minahasa Selatan,Longsor,1.0,0,0,0,0,0,194,0
2017,71,Sulawesi Utara,71.08,Bolaang Mongondow Utara,Banjir,1.0,0,0,0,4,0,0,1350
2017,71,Sulawesi Utara,71.09,Kep. Siau Tagulandang Biaro,Banjir,1.0,0,0,0,0,0,0,10
2017,71,Sulawesi Utara,71.1,Bolaang Mongondow Timur,Longsor,1.0,0,1,0,0,0,2,0
2017,71,Sulawesi Utara,71.11,Bolaang Mongondow Selatan,Banjir,3.0,0,0,17843,2,1,0,3226
2017,71,Sulawesi Utara,71.71,Kota Manado,Banjir,3.0,0,0,5000,0,0,0,2200
2017,71,Sulawesi Utara,71.72,Kota Bitung,Banjir,2.0,0,5,11599,0,1,0,1291
2017,71,Sulawesi Utara,71.72,Kota Bitung,Longsor,2.0,0,6,1138,1,0,0,0
2017,71,Sulawesi Utara,71.74,Kota Kotamobagu,Banjir,2.0,1,0,74,0,0,2,41
2017,72,Sulawesi Tengah,72.01,Banggai,Banjir,2.0,1,0,73,9,3,0,5
2017,72,Sulawesi Tengah,72.03,Donggala,Banjir,1.0,0,0,0,30,0,1,79
2017,72,Sulawesi Tengah,72.03,Donggala,Longsor,1.0,2,0,0,0,0,0,0
2017,72,Sulawesi Tengah,72.04,Toli Toli,Banjir,3.0,4,0,280398,15,0,0,1000
2017,72,Sulawesi Tengah,72.05,Buol,Banjir,1.0,1,0,700,0,0,0,1552
2017,72,Sulawesi Tengah,72.08,Parigi Moutong,Banjir,8.0,1,2,6531,25,0,4,2296
2017,72,Sulawesi Tengah,72.1,Sigi,Banjir,2.0,2,0,160,0,0,0,60
2017,73,Sulawesi Selatan,73.02,Bulukumba,Banjir,1.0,0,0,2762,0,0,0,0
2017,73,Sulawesi Selatan,73.02,Bulukumba,Longsor,1.0,0,0,5,0,1,0,0
2017,73,Sulawesi Selatan,73.04,Jeneponto,Longsor,1.0,0,0,0,0,0,0,0
2017,73,Sulawesi Selatan,73.05,Takalar,Banjir,1.0,0,0,1000,0,0,0,200
2017,73,Sulawesi Selatan,73.07,Sinjai,Longsor,1.0,0,0,0,1,1,0,0
2017,73,Sulawesi Selatan,73.08,Bone,Banjir,1.0,0,0,125,0,0,0,25
2017,73,Sulawesi Selatan,73.09,Maros,Banjir,2.0,0,0,3044,0,0,0,0
2017,73,Sulawesi Selatan,73.11,Barru,Banjir,3.0,0,0,31,0,2,0,8
2017,73,Sulawesi Selatan,73.11,Barru,Longsor,1.0,0,0,0,1,6,0,0
2017,73,Sulawesi Selatan,73.13,Wajo,Banjir,9.0,1,17,18696,5,3,50,6556
2017,73,Sulawesi Selatan,73.14,Sidenreng Rappang,Banjir,3.0,0,0,552,23,0,0,286
2017,73,Sulawesi Selatan,73.15,Pinrang,Banjir,1.0,0,0,0,0,0,0,400
2017,73,Sulawesi Selatan,73.17,Luwu,Banjir,4.0,0,0,0,0,0,0,330
2017,73,Sulawesi Selatan,73.18,Tana Toraja,Longsor,4.0,1,1,5,1,0,0,0
2017,73,Sulawesi Selatan,73.22,Luwu Utara,Banjir,5.0,0,0,17924,1,2,7,2304
2017,73,Sulawesi Selatan,73.24,Luwu Timur,Longsor,3.0,7,13,2107,19,0,1,0
2017,73,Sulawesi Selatan,73.71,Kota Makassar,Banjir,1.0,3,0,17373,0,0,0,2924
2017,73,Sulawesi Selatan,73.72,Kota Parepare,Banjir,1.0,0,0,0,2,0,0,0
2017,74,Sulawesi Tenggara,74.03,Muna,Banjir,1.0,0,0,3900,0,0,0,0
2017,74,Sulawesi Tenggara,74.03,Muna,Longsor,1.0,0,2,50,0,0,0,0
2017,74,Sulawesi Tenggara,74.05,Konawe Selatan,Banjir,2.0,0,0,5155,0,0,0,853
2017,74,Sulawesi Tenggara,74.06,Bombana,Banjir,1.0,0,0,50,0,0,0,30
2017,74,Sulawesi Tenggara,74.08,Kolaka Utara,Banjir,1.0,0,0,0,0,1,0,40
2017,74,Sulawesi Tenggara,74.1,Buton Utara,Banjir,7.0,1,0,7830,4,0,1,1845
2017,74,Sulawesi Tenggara,74.1,Buton Utara,Longsor,2.0,1,2,10,1,1,0,0
2017,74,Sulawesi Tenggara,74.11,Kolaka Timur,Banjir,1.0,0,0,0,0,0,0,0
2017,74,Sulawesi Tenggara,74.13,Muna Barat,Banjir,2.0,0,0,1720,0,0,0,517
2017,74,Sulawesi Tenggara,74.15,Buton Selatan,Banjir,1.0,0,0,0,0,6,0,0
2017,74,Sulawesi Tenggara,74.71,Kota Kendari,Banjir,3.0,2,2,11107,30,444,2569,3460
2017,74,Sulawesi Tenggara,74.72,Kota Bau Bau,Banjir,2.0,0,0,0,0,0,7,100
2017,76,Sulawesi Barat,76.01,Pasangkayu,Banjir,5.0,0,0,2748,0,0,0,550
2017,76,Sulawesi Barat,76.06,Mamuju Tengah,Banjir,3.0,0,0,178,7,0,0,1493
2018,71,Sulawesi Utara,71.01,Bolaang Mongondow,Banjir,1.0,0,0,557,0,0,0,133
2018,71,Sulawesi Utara,71.01,Bolaang Mongondow,Longsor,2.0,5,0,476,0,0,0,0
2018,71,Sulawesi Utara,71.02,Minahasa,Banjir,1.0,0,0,57,0,0,4,17
2018,71,Sulawesi Utara,71.02,Minahasa,Longsor,3.0,0,0,31,0,0,7,0
2018,71,Sulawesi Utara,71.05,Minahasa Selatan,Banjir,1.0,0,0,0,4,0,1,25
2018,71,Sulawesi Utara,71.06,Minahasa Utara,Longsor,1.0,2,4,0,0,0,0,0
2018,71,Sulawesi Utara,71.1,Bolaang Mongondow Timur,Banjir,2.0,0,0,0,0,0,0,155
2018,71,Sulawesi Utara,71.11,Bolaang Mongondow Selatan,Banjir,1.0,0,0,0,0,0,0,562
2018,71,Sulawesi Utara,71.71,Kota Manado,Banjir,4.0,0,0,5347,0,0,0,3095
2018,71,Sulawesi Utara,71.71,Kota Manado,Longsor,1.0,1,0,84,3,4,14,0
2018,72,Sulawesi Tengah,72.02,Poso,Banjir,1.0,0,0,2527,0,0,0,500
2018,72,Sulawesi Tengah,72.04,Toli Toli,Banjir,1.0,0,0,1500,0,0,0,300
2018,72,Sulawesi Tengah,72.05,Buol,Banjir,1.0,0,0,120,2,0,0,0
2018,72,Sulawesi Tengah,72.08,Parigi Moutong,Banjir,2.0,0,0,3054,0,0,0,539
2018,72,Sulawesi Tengah,72.1,Sigi,Banjir,2.0,0,18,3387,0,0,81,196
2018,73,Sulawesi Selatan,73.02,Bulukumba,Banjir,3.0,0,0,2046,3,0,5,509
2018,73,Sulawesi Selatan,73.02,Bulukumba,Kekeringan,3.0,0,0,936,0,0,0,0
2018,73,Sulawesi Selatan,73.02,Bulukumba,Longsor,2.0,0,0,0,0,0,0,0
2018,73,Sulawesi Selatan,73.04,Jeneponto,Banjir,1.0,0,0,0,0,0,0,0
2018,73,Sulawesi Selatan,73.06,Gowa,Banjir,1.0,0,2,0,0,0,0,0
2018,73,Sulawesi Selatan,73.07,Sinjai,Banjir,1.0,0,0,35,0,0,0,7
2018,73,Sulawesi Selatan,73.08,Bone,Banjir,2.0,0,0,27990,0,0,0,900
2018,73,Sulawesi Selatan,73.08,Bone,Longsor,1.0,0,0,0,0,0,1,0
2018,73,Sulawesi Selatan,73.11,Barru,Banjir,2.0,2,0,0,16,3,4,2400
2018,73,Sulawesi Selatan,73.12,Soppeng,Banjir,7.0,0,0,1561,8,23,41,476
2018,73,Sulawesi Selatan,73.13,Wajo,Banjir,3.0,8,0,55083,0,0,0,15130
2018,73,Sulawesi Selatan,73.14,Sidenreng Rappang,Banjir,6.0,0,0,2273,1,0,501,930
2018,73,Sulawesi Selatan,73.15,Pinrang,Longsor,1.0,0,0,20,3,0,1,0
2018,73,Sulawesi Selatan,73.16,Enrekang,Banjir,1.0,0,0,500,0,0,0,100
2018,73,Sulawesi Selatan,73.16,Enrekang,Longsor,2.0,0,0,0,0,0,60,0
2018,73,Sulawesi Selatan,73.17,Luwu,Banjir,2.0,0,0,0,2,0,0,0
2018,73,Sulawesi Selatan,73.17,Luwu,Longsor,1.0,0,0,0,2,0,2,0
2018,73,Sulawesi Selatan,73.18,Tana Toraja,Longsor,10.0,0,1,32,4,2,7,0
2018,73,Sulawesi Selatan,73.22,Luwu Utara,Banjir,9.0,0,1,13175,0,0,0,2403
2018,73,Sulawesi Selatan,73.22,Luwu Utara,Longsor,3.0,0,0,14,0,0,4,0
2018,73,Sulawesi Selatan,73.24,Luwu Timur,Banjir,1.0,0,0,0,0,0,0,100
2018,73,Sulawesi Selatan,73.24,Luwu Timur,Longsor,1.0,0,0,10,1,1,0,0
2018,73,Sulawesi Selatan,73.26,Toraja Utara,Longsor,6.0,2,5,9500,9,7,2,0
2018,74,Sulawesi Tenggara,74.01,Kolaka,Banjir,3.0,0,1,600,2,14,0,75
2018,74,Sulawesi Tenggara,74.02,Konawe,Banjir,1.0,0,0,5108,4,0,0,1508
2018,74,Sulawesi Tenggara,74.04,Buton,Banjir,1.0,0,0,100,0,0,0,20
2018,74,Sulawesi Tenggara,74.05,Konawe Selatan,Banjir,1.0,0,0,1742,0,0,0,466
2018,74,Sulawesi Tenggara,74.06,Bombana,Banjir,1.0,0,0,0,0,0,0,62
2018,74,Sulawesi Tenggara,74.08,Kolaka Utara,Banjir,1.0,0,0,0,3,0,0,0
2018,74,Sulawesi Tenggara,74.08,Kolaka Utara,Longsor,2.0,2,11,5,4,0,0,0
2018,74,Sulawesi Tenggara,74.09,Konawe Utara,Banjir,2.0,0,0,250,10,0,0,295
2018,74,Sulawesi Tenggara,74.1,Buton Utara,Banjir,3.0,0,0,15,0,0,0,181
2018,74,Sulawesi Tenggara,74.11,Kolaka Timur,Banjir,1.0,0,0,1240,0,0,0,248
2018,74,Sulawesi Tenggara,74.13,Muna Barat,Banjir,1.0,0,0,17860,0,0,0,1242
2018,74,Sulawesi Tenggara,74.71,Kota Kendari,Banjir,1.0,0,0,2674,0,0,0,565
2018,74,Sulawesi Tenggara,74.71,Kota Kendari,Longsor,2.0,1,0,0,0,0,2,0
2018,74,Sulawesi Tenggara,74.72,Kota Bau Bau,Banjir,1.0,0,0,1445,0,0,0,289
2018,74,Sulawesi Tenggara,74.72,Kota Bau Bau,Longsor,1.0,0,0,0,1,0,0,0
2018,76,Sulawesi Barat,76.01,Pasangkayu,Banjir,1.0,0,0,200,0,0,0,40
2018,76,Sulawesi Barat,76.01,Pasangkayu,Longsor,1.0,0,0,367,0,0,0,0
2018,76,Sulawesi Barat,76.02,Mamuju,Banjir,1.0,0,7,3364,1,0,0,1089
2018,76,Sulawesi Barat,76.03,Mamasa,Banjir,1.0,0,0,20,4,0,0,0
2018,76,Sulawesi Barat,76.06,Mamuju Tengah,Banjir,2.0,0,0,1640,0,0,0,380
2019,71,Sulawesi Utara,71.01,Bolaang Mongondow,Longsor,1.0,16,18,0,0,0,0,0
2019,71,Sulawesi Utara,71.02,Minahasa,Banjir,1.0,0,0,420,0,0,6,78
2019,71,Sulawesi Utara,71.02,Minahasa,Longsor,2.0,0,0,5,1,0,1,0
2019,71,Sulawesi Utara,71.03,Kepulauan Sangihe,Banjir,1.0,0,0,400,0,0,0,0
2019,71,Sulawesi Utara,71.08,Bolaang Mongondow Utara,Banjir,2.0,0,0,4215,0,0,1,604
2019,71,Sulawesi Utara,71.08,Bolaang Mongondow Utara,Kekeringan,1.0,0,0,635,0,0,0,0
2019,71,Sulawesi Utara,71.71,Kota Manado,Banjir,1.0,4,0,12366,53,20,819,0
2019,71,Sulawesi Utara,71.72,Kota Bitung,Longsor,1.0,0,1,0,0,1,0,0
2019,72,Sulawesi Tengah,72.01,Banggai,Banjir,2.0,0,0,7250,0,0,0,1000
2019,72,Sulawesi Tengah,72.01,Banggai,Longsor,1.0,0,2,0,0,0,0,0
2019,72,Sulawesi Tengah,72.02,Poso,Banjir,1.0,0,0,0,0,0,0,119
2019,72,Sulawesi Tengah,72.03,Donggala,Banjir,1.0,0,0,900,10,0,0,975
2019,72,Sulawesi Tengah,72.04,Toli Toli,Banjir,2.0,0,0,24,4,0,0,0
2019,72,Sulawesi Tengah,72.05,Buol,Banjir,1.0,0,0,696,0,0,0,169
2019,72,Sulawesi Tengah,72.06,Morowali,Banjir,1.0,1,0,2277,7,0,0,114
2019,72,Sulawesi Tengah,72.08,Parigi Moutong,Banjir,2.0,0,0,1684,8,0,0,206
2019,72,Sulawesi Tengah,72.1,Sigi,Banjir,6.0,2,30,6886,419,7,80,709
2019,72,Sulawesi Tengah,72.12,Morowali Utara,Banjir,2.0,0,1,373,5,0,0,112
2019,73,Sulawesi Selatan,73.01,Kepulauan Selayar,Banjir,1.0,2,0,4564,125,56,111,0
2019,73,Sulawesi Selatan,73.01,Kepulauan Selayar,Longsor,1.0,0,0,5,1,0,0,0
2019,73,Sulawesi Selatan,73.02,Bulukumba,Banjir,1.0,0,0,0,0,0,0,17
2019,73,Sulawesi Selatan,73.04,Jeneponto,Banjir,1.0,15,0,3276,500,53,384,0
2019,73,Sulawesi Selatan,73.04,Jeneponto,Kekeringan,2.0,0,0,11574,0,0,0,0
2019,73,Sulawesi Selatan,73.05,Takalar,Banjir,1.0,2,0,7975,0,0,3,1595
2019,73,Sulawesi Selatan,73.05,Takalar,Kekeringan,1.0,0,0,3407,0,0,0,0
2019,73,Sulawesi Selatan,73.06,Gowa,Banjir,1.0,56,46,2121,10,0,0,604
2019,73,Sulawesi Selatan,73.06,Gowa,Longsor,1.0,0,6,10,2,0,0,0
2019,73,Sulawesi Selatan,73.08,Bone,Banjir,1.0,0,0,0,0,0,0,0
2019,73,Sulawesi Selatan,73.09,Maros,Banjir,2.0,6,0,183341,3,1,9,17122
2019,73,Sulawesi Selatan,73.1,Pangkajene Dan Kepulauan,Banjir,1.0,0,1,0,0,0,0,15
2019,73,Sulawesi Selatan,73.11,Barru,Banjir,4.0,0,0,0,0,0,0,0
2019,73,Sulawesi Selatan,73.11,Barru,Longsor,1.0,0,0,3,0,0,1,0
2019,73,Sulawesi Selatan,73.12,Soppeng,Banjir,2.0,1,0,31435,0,0,0,350
2019,73,Sulawesi Selatan,73.13,Wajo,Banjir,7.0,0,0,62349,2,0,0,12130
2019,73,Sulawesi Selatan,73.14,Sidenreng Rappang,Banjir,4.0,0,0,16695,0,3,5,10794
2019,73,Sulawesi Selatan,73.14,Sidenreng Rappang,Longsor,2.0,0,0,670,0,0,0,0
2019,73,Sulawesi Selatan,73.15,Pinrang,Banjir,2.0,0,0,3000,0,0,578,0
2019,73,Sulawesi Selatan,73.16,Enrekang,Banjir,1.0,0,0,300,0,0,0,320
2019,73,Sulawesi Selatan,73.16,Enrekang,Longsor,2.0,0,0,455,10,0,0,0
2019,73,Sulawesi Selatan,73.17,Luwu,Banjir,6.0,0,0,8310,2,1,0,1757
2019,73,Sulawesi Selatan,73.18,Tana Toraja,Banjir,2.0,0,1,500,1,0,0,4
2019,73,Sulawesi Selatan,73.18,Tana Toraja,Longsor,12.0,0,1,237,3,4,30,0
2019,73,Sulawesi Selatan,73.22,Luwu Utara,Banjir,1.0,0,0,12437,0,0,2,0
2019,73,Sulawesi Selatan,73.24,Luwu Timur,Banjir,7.0,0,0,12827,0,0,0,390
2019,73,Sulawesi Selatan,73.24,Luwu Timur,Longsor,1.0,0,0,13,1,4,5,0
2019,73,Sulawesi Selatan,73.71,Kota Makassar,Banjir,1.0,1,0,10328,0,0,0,477
2019,74,Sulawesi Tenggara,74.01,Kolaka,Kekeringan,1.0,0,0,250,0,0,0,0
2019,74,Sulawesi Tenggara,74.02,Konawe,Banjir,1.0,2,0,127357,1020,1016,4249,0
2019,74,Sulawesi Tenggara,74.05,Konawe Selatan,Banjir,1.0,0,0,6291,0,0,0,0
2019,74,Sulawesi Tenggara,74.08,Kolaka Utara,Banjir,1.0,0,0,4,0,0,1,3
2019,74,Sulawesi Tenggara,74.08,Kolaka Utara,Longsor,1.0,0,0,155,0,29,0,0
2019,74,Sulawesi Tenggara,74.09,Konawe Utara,Banjir,1.0,0,0,28900,370,0,0,1837
2019,74,Sulawesi Tenggara,74.1,Buton Utara,Banjir,1.0,0,0,420,0,0,0,0
2019,74,Sulawesi Tenggara,74.1,Buton Utara,Longsor,1.0,0,0,0,1,0,0,0
2019,74,Sulawesi Tenggara,74.14,Buton Tengah,Banjir,1.0,0,0,138,0,0,46,0
2019,74,Sulawesi Tenggara,74.71,Kota Kendari,Banjir,2.0,0,0,2084,0,0,0,0
2019,74,Sulawesi Tenggara,74.71,Kota Kendari,Longsor,1.0,0,0,15,1,0,0,0
2019,76,Sulawesi Barat,76.01,Pasangkayu,Banjir,2.0,0,0,50,0,0,3,40
2019,76,Sulawesi Barat,76.02,Mamuju,Banjir,1.0,0,0,1073,69,23,142,0
2019,76,Sulawesi Barat,76.02,Mamuju,Longsor,1.0,0,0,0,0,0,5,0
2019,76,Sulawesi Barat,76.03,Mamasa,Banjir,1.0,0,0,0,0,0,0,20
2019,76,Sulawesi Barat,76.06,Mamuju Tengah,Banjir,2.0,0,0,5696,2,0,0,15
2020,71,Sulawesi Utara,71.01,Bolaang Mongondow,Banjir,2.0,1,0,1796,29,23,147,240
2020,71,Sulawesi Utara,71.01,Bolaang Mongondow,Longsor,1.0,0,0,9,3,0,0,0
2020,71,Sulawesi Utara,71.03,Kepulauan Sangihe,Banjir,1.0,3,6,412,56,8,12,0
2020,71,Sulawesi Utara,71.04,Kepulauan Talaud,Banjir,1.0,0,0,45,0,0,0,9
2020,71,Sulawesi Utara,71.05,Minahasa Selatan,Longsor,1.0,0,0,10,1,0,1,0
2020,71,Sulawesi Utara,71.08,Bolaang Mongondow Utara,Banjir,1.0,2,0,27512,288,57,6824,0
2020,71,Sulawesi Utara,71.11,Bolaang Mongondow Selatan,Banjir,2.0,1,0,24954,93,0,1,16296
2020,71,Sulawesi Utara,71.72,Kota Bitung,Banjir,3.0,0,0,1389,0,0,56,633
2020,72,Sulawesi Tengah,72.01,Banggai,Banjir,3.0,0,0,2756,1,1,6,592
2020,72,Sulawesi Tengah,72.02,Poso,Banjir,3.0,0,0,6182,59,0,74,103
2020,72,Sulawesi Tengah,72.03,Donggala,Banjir,3.0,0,0,8428,0,0,1,1636
2020,72,Sulawesi Tengah,72.04,Toli Toli,Banjir,7.0,0,1,10290,0,0,3,1126
2020,72,Sulawesi Tengah,72.04,Toli Toli,Longsor,1.0,0,0,13,1,0,2,0
2020,72,Sulawesi Tengah,72.05,Buol,Banjir,2.0,0,0,7573,0,0,0,527
2020,72,Sulawesi Tengah,72.06,Morowali,Banjir,1.0,0,0,605,0,0,0,164
2020,72,Sulawesi Tengah,72.08,Parigi Moutong,Banjir,9.0,0,0,11124,76,62,109,808
2020,72,Sulawesi Tengah,72.08,Parigi Moutong,Longsor,1.0,0,0,36,1,1,2,0
